source_json_file,source_text_file,barrier_id,actor,barrier_type,description,justification,reference_excerpt,certainty,note
Barwick_2023_implementation-playbook-study-protocol-d.json,Barwick_2023_implementation-playbook-study-protocol-d.txt,2,designer,knowledge,"The study intentionally provides minimal direction about the nature of target EBIs because it is unknown for which types of innovations the tool will be useful, creating uncertainty about target use cases. This vagueness limits the specificity of user requirements and contextual constraints for design.","Lack of clarity about the kinds of EBIs to support hinders designers' ability to understand context of use and to specify concrete user requirements, which in turn constrains the production of tailored design solutions and focused evaluation criteria.",We will intentionally provide minimal direction regarding the nature of the target EBIs since it is not yet known for what types of innovations it will be useful.,certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,1,interaction,resource,COVID-19 restrictions on gatherings prevented the team from running planned community events that would have facilitated participatory co-design and education activities.,"This limitation directly hindered the designers' ability to facilitate user involvement and iterate on interventions that relied on group engagement (e.g., the monthly storytelling event), reducing opportunities for feedback and co-creation.","Ultimately, we were not able to take this idea forward due to emerging COVID-19 restrictions limiting community gatherings at that time.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,2,stakeholder,resource,Withdrawal of humanitarian organizations and disrupted NGO pad distribution created an unstable supply chain for sanitary products within the settlement.,"This external supply disruption constrained designers' ability to evaluate and specify feasible, sustainable product solutions (e.g., LaunchPad business model) and to understand the context of use for menstrual products.",The supply chain of sanitary pads into the settlement has been severely disrupted with the withdrawal of humanitarian organizations due to the COVID-19 pandemic.,certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,3,stakeholder,resource,"Securing construction materials and formal approval for land from government and humanitarian actors could take six months or longer, delaying larger-scale construction ideas.","Lengthy approval and procurement processes by external stakeholders impeded designers' ability to produce and pilot larger infrastructure solutions (the Cocoon Maxi), affecting feasibility assessments and iteration timelines.","However, in speaking with community stakeholders, we learned that securing construction materials and approval for the land from the government and humanitarian actors could take six months or longer.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,4,designer,resource,Heavy rains and poor road quality delayed material delivery and construction work during the pilot.,"Environmental and logistical constraints slowed implementation and prototyping timelines, directly impeding designers' ability to produce design solutions and iterate within the planned schedule.","Heavy rains in the settlement delayed work, as the settlement’s roads are of poor quality, and vehicles run the risk of getting stuck when they flood. This led to a delay in material delivery.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,5,designer,resource,Logistical and financial challenges prevented installing an incinerator at every Mini site despite user preference for on-site disposal.,"Resource and cost constraints limited designers' ability to address a critical user requirement (at-source disposal), thereby constraining the holistic experience and preventing full alignment of the solution with user needs.","Many participants requested an incinerator be attached to each Mini, though this posed logistical and financial challenges. Two incinerators were therefore constructed alongside one Mini structure in either village to reduce travel time to existing incinerators.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,6,designer,resource,Limited time and resources produced a short three-month pilot and constrained sample size and sampling methods.,"Time and resource shortages hindered designers' ability to conduct longer-term evaluation and to gather representative data, restricting the evaluation workload and the capacity to assess sustained use and long-term outcomes.","The Mini users recruited for this study were chosen from a convenience sample, and the sample size was limited by available resources and time constraints. ...pilot data collection was conducted only over a short three-month period...",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,7,interaction,emotional,Familiarity between Kuja Kuja interviewers (community members) and participants may have introduced social desirability bias into data collection.,This interactional trust/familiarity risked biasing responses and thus hindered the designers' ability to reliably manage user understanding and synthesize accurate insights for design decisions.,"Kuja Kuja staff, who are members of the Bidi Bidi community, recruited participants, conducted interviews, and transcribed answers into English. Though the familiarity between interviewers and participants likely provided a more comfortable atmosphere for interviews, we recognize that it may have also introduced social desirability bias into the study.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,8,designer,resource,"Many Mini users lacked basic menstrual health supplies, but providing these supplies was out of the financial scope of the study, limiting full functionality of the intervention.","Financial constraints prevented designers from supplying soap, buckets, and pads that users requested, limiting the designers' ability to deliver a holistic solution and to evaluate real-world usability and uptake under fully supported conditions.","While providing MH supplies was out of the financial scope of this study, future projects may benefit from including these commodities.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,9,designer,knowledge,"The settlement's existing infrastructure means findings may not generalize to more emergent humanitarian settings, limiting external applicability.","This contextual limitation constrained designers' ability to specify user requirements and plan scalable adaptations for different contexts, affecting future design and implementation work.","Finally, the Bidi Bidi Settlement is well-established and has some pre-existing infrastructure; therefore, our study findings and implementation strategy may not be generalizable to other humanitarian settings that are more emergent.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,10,interaction,resource,"Some co-design ideas required ongoing compensation and sensitization (e.g., for parents and husbands) to secure community participation, representing recurring resource needs.","The team's recognition that events would need continuous investment limited their ability to implement certain participatory activities, constraining facilitation of user involvement and long-term engagement.","Furthermore, such an event would require an ongoing investment in both compensation for attendance and sensitization efforts with parents and husbands of participants to garner full community support.",certain,
Beeman_2023_human-co-dedicated-menstrual-health-spac.json,Beeman_2023_human-co-dedicated-menstrual-health-spac.txt,11,designer,resource,Insufficient water access and drying spaces in the settlement undermined the viability of reusable-pad interventions.,"Operational context limitations (lack of water/drying) prevented designers from advancing the LaunchPad prototype to pilot, constraining production of a sustainable solution and evaluation of that concept.","Girls were concerned about maintaining their reusable pads without regular access to water and spaces for drying. Furthermore, because of fluctuations in pad distribution by NGOs, the supply and demand of pads remain inconsistent in the settlement, which could compromise the business model of uninterrupted sales.",certain,
Belden_2019_designing-medication-timeline-patients-p.json,Belden_2019_designing-medication-timeline-patients-p.txt,1,designer,resource,Budget and time constraints forced the team to prioritize a minimal set of interactive features and leave additional features as static backlog illustrations.,This resource constraint limited the designers' ability to produce full interactive design solutions and to iterate on and integrate additional feature concepts into the working prototype.,"Given our budget and time constraints, we prioritized a set of minimal features for our interactive timeline prototype and rendered the backlog content as supplemental static illustrations of additional feature designs.",certain,
Belden_2019_designing-medication-timeline-patients-p.json,Belden_2019_designing-medication-timeline-patients-p.txt,2,designer,resource,"The evaluation was limited by remote, unsupervised testing with a small number of participants and weak statistical power.","These limitations constrained the team's ability to robustly evaluate the prototype with users, reducing confidence in testing results and hindering effective integration of feedback and iteration based on representative user data.","There are limitations to this design project. Evaluation of this timeline was completed using expert reviews from a group of clinicians (physicians, nurses, pharmacists), human factors researchers, usability practitioners, and volunteers from the EHR vendor community. Our pilot study was performed unsupervised, remotely, and had a small number of participants with weak statistical power.",certain,
Belden_2019_designing-medication-timeline-patients-p.json,Belden_2019_designing-medication-timeline-patients-p.txt,3,stakeholder,resource,"Inconsistent and limited prescription, dispense, and adherence data exchange across EHR and pharmacy systems, plus transformations into unstructured text, impeded creation of a precise timeline display.",These external data and interoperability problems prevented designers from reliably understanding the real data context of use and from specifying and producing accurate timeline representations and evaluating them with authentic data.,"We learned from implementation efforts at 1 EHR vendor and 1 client organization that there is inconsistent and limited prescription dispense and adherence data being exchanged or available currently. The transmission of e-prescription details is inconsistent across commercial EHR and pharmacy software products, thus limiting the consistent display of prescription instruction detail. When the data are exchanged from EHR to e-prescribing hub to pharmacy software, or make the return trip for a renewal request, the data may undergo transformation that introduces new ambiguity.",certain,
Bernard_2015_visinfo-digital-library-system-time-seri.json,Bernard_2015_visinfo-digital-library-system-time-seri.txt,1,interaction,knowledge,"Target users were unfamiliar with the novel concept of content-based visual search, making it hard for designers to introduce and validate the approach with users.",Users' inability to readily adopt the content-based search concept hindered the designers' work to manage user understanding and to facilitate meaningful user involvement and feedback during early requirement elicitation.,"We learned that for all users the general idea was inspiring. Still, it was difficult for them to adapt the concept of searching in the data content, since this possibility was not given before.",certain,
Bernard_2015_visinfo-digital-library-system-time-seri.json,Bernard_2015_visinfo-digital-library-system-time-seri.txt,2,interaction,knowledge,"A 'chicken-and-egg' dilemma existed: developers needed well-defined user requirements to build prototypes, while users needed prototypes or visual inspiration to articulate requirements.","This mutual dependency explicitly impeded the designers' ability to specify user requirements and plan effective iterative prototyping cycles, constraining the process of producing and validating design solutions.","Be aware of this classical “chicken-and-egg” dilemma originating from knowledge gaps between different stakeholders [52]: on one hand, it is difficult for the computer scientist to provide a prototype without well-defined user requirements derived from domain knowledge. On the other hand, users will have difficulties in defining requirements without any visual inspiration derived from expertise in visualization designs.",certain,
Bernard_2015_visinfo-digital-library-system-time-seri.json,Bernard_2015_visinfo-digital-library-system-time-seri.txt,3,interaction,emotional,"Scientists expressed limited trust in third-party data and questioned the precision of overview visualizations, preferring data from trusted colleagues.","This trust and precision concern limited designers' ability to facilitate user involvement and to address the holistic user experience, forcing them to invest additional effort into data curation and tightly integrated detail-on-demand to gain users' acceptance.","Many scientists prefer to analyze primarily their own data, or data they receive from colleague scientists they trust. Moreover, using advanced visualization capability was seen in a bipolar way by some scientists. On the one hand, it was recognized that visual overviews can greatly enhance screening and comparison tasks. On the other hand, scientists were questioning the precision of the visual representations of the data.",certain,
Bernard_2015_visinfo-digital-library-system-time-seri.json,Bernard_2015_visinfo-digital-library-system-time-seri.txt,4,interaction,knowledge,"Users had varied and uncertain notions of time-series similarity, wanting many alternative similarity definitions, while designers feared overloading the system with too many parameters.","This tension constrained the designers' ability to specify stable user requirements and to produce design solutions that balance flexibility and usability, complicating the definition of actionable similarity options and iteration strategies.","Still, we learned that scientists are often not entirely sure about how to formally define the perspective similarity for their search. As scientists pointed out, they ideally want to have many different similarity definitions at hand, and compare the search results they obtain, to decide upon the most appropriate similarity function. Yet our assumption is that overloading the search system with too many parameters (e.g., similarity search parameters) would detriment the usability and make the learning process more complicated.",certain,
Bernard_2015_visinfo-digital-library-system-time-seri.json,Bernard_2015_visinfo-digital-library-system-time-seri.txt,5,designer,knowledge,"Early stages of the project lacked a sufficiently integrative focus on usability, and the team recognized that earlier usability assessment would have been desirable.","The absence of early, embedded usability attention hindered the designers' ability to manage user familiarization, to integrate feedback early, and to iteratively evaluate prototypes efficiently, increasing learning costs for users and rework for designers.","One of the lessons learned is that the usability of the system needs to be well grounded. Looking back, an even more integrative approach, especially in the early design stages, would have been desirable. A lesson learned for future projects is to make early assessment of usability aspects mandatory.",certain,
Bernard_2015_visinfo-digital-library-system-time-seri.json,Bernard_2015_visinfo-digital-library-system-time-seri.txt,6,interaction,skill,"Early prototype interaction and interface design features (e.g., Visual Catalog colormap, loading cell patterns into the Sketch Editor, sketching interaction, and facet design) were confusing to users and impeded task completion.","These concrete usability failings constrained designers' ability to evaluate and iterate effectively because participants struggled to perform core tasks, reducing the quality of feedback and necessitating substantial redesign work to support evaluation and iteration workloads.","Task 1 uncovered problems regarding the interface of the Visual Catalog. The applied colormap concept caused confusion since it was an unknown term for 10 participants (53%). Therefore, the colormap was removed in the following implementation phase. In task 2, most severities dealt with the problem that users were unsure how to use a cell pattern of the Visual Catalog as an example query and how it could be loaded into the Sketch Editor. With this version of the Sketch Editor, the users were unsure how to draw a curve pattern. Task 4 revealed that the concept of faceting was new to many users. It became clear that the facet design was not intuitive.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,1,interaction,resource,"Legal COVID-19 restrictions forced focus groups to be conducted online, constraining in-person user engagement.","Holding focus groups online limited designers' ability to facilitate user involvement and to study user context in person, hindering management of user understanding and requirement specification.","At that time, legal restrictions due to the COVID-19 pandemic prohibited on-site meetings. Thus, all focus groups were performed online.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,2,interaction,resource,"A target user group (lung cancer support group) could not attend on-site usability sessions, reducing the number of participating groups.",The absence of this group reduced participant diversity and limited the designers' ability to facilitate user involvement and collect representative usability data across contexts of use.,"Since the app was provided on a test device for the second stage of usability testing, on-site meetings were necessary. As the lung cancer support group could not participate in meetings on-site, the number of participating groups reduced.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,3,interaction,resource,Participants without a private mobile device could not take part because the study could not provide smartphones.,Excluding those without devices constrained recruitment and limited designers' ability to evaluate the app across the full user population and contexts of use.,"As the app needed to be installed on a private mobile device, participants without a mobile device could not take part, as no one in the study could be provided with a smartphone.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,4,designer,resource,"The study failed to reach the planned ≥15 users for usability test 2, despite exceeding smaller critical thresholds.","Insufficient participant numbers reduced statistical power and limited designers' ability to robustly evaluate and iterate on designs, hindering evaluation and integration of feedback.","Although the critical number of 5 persons was exceeded, the overall target of ≥15 users per usability test was not reached.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,5,designer,skill,"A coding error in the randomization prevented balanced assignment to app versions, producing uneven group sizes.","This implementation error directly prevented planned group comparisons and therefore constrained the designers' ability to evaluate the effect of add-on features, hindering evaluation and iteration workloads.","Due to an error in the code, the randomized assignment of participants into the 3 versions (A, B, and C) did not lead to the same group size. Due to the uneven distribution of participants in the 3 app versions, group comparisons could not be performed.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,6,interaction,resource,A low number of male participants prevented sex-stratified analyses in some tests.,"Imbalanced gender participation limited designers' ability to analyze subgroup differences and to understand varied user experiences, hindering evaluation and requirement specification for different user groups.","Since the number of male participants was below the critical sum of 5 users, no further analysis stratified by sex was performed.",certain,
Beutter_2023_development-mobile-app-assess-quality-li.json,Beutter_2023_development-mobile-app-assess-quality-li.txt,7,interaction,resource,"Older participants submitted fewer questionnaire responses, reducing data completeness for that subgroup.","Age-related lower response rates constrained designers' ability to evaluate engagement and to understand usage patterns across ages, hindering management of user understanding and evaluation workloads.","Thus, the higher the age of the participant, the fewer the questionnaire responses submitted.",certain,
Bilardi_2023_miscarriage-australia-human-approach-dev.json,Bilardi_2023_miscarriage-australia-human-approach-dev.txt,1,stakeholder,resource,"The choice of an online website platform was decided before the study began, constraining exploration of alternative platforms or delivery modes.","Pre-specifying the platform limited designers' ability to investigate different formats or channels with users, hindering their work to manage user understanding, specify user requirements, and produce potentially more appropriate design solutions.",Another potential limitation of the study from a human centered or user centered design perspective is the type of online platform to meet users’ needs (a website) was already specified prior to the study commencing.,certain,
Bilardi_2023_miscarriage-australia-human-approach-dev.json,Bilardi_2023_miscarriage-australia-human-approach-dev.txt,2,interaction,resource,"User research and usability testing lacked representation from key groups (LGBTIQA+, culturally and linguistically diverse people, and male partners).","Insufficient representation constrained the designers' ability to develop a comprehensive, evolving understanding of diverse user needs and to facilitate involvement and iteration for those groups, limiting specification of inclusive requirements and evaluation validity.",One of the major limitations of the study was the lack of user research around the needs of those with limited representation including LGBTIQA+ people and those with broader culturally and linguistically diverse backgrounds.,certain,
Bilardi_2023_miscarriage-australia-human-approach-dev.json,Bilardi_2023_miscarriage-australia-human-approach-dev.txt,3,interaction,resource,"Eligibility criteria required good English and access to a computer with Zoom, excluding those without such access or literacy.","These recruitment constraints prevented designers from involving and understanding users without English proficiency or internet/computer access, limiting the scope of user research and the applicability of design and evaluation for those populations.","To be eligible to participate in the usability testing, participants had to reside in Australia, have been affected by miscarriage (women, partners or family members), have a good understanding of English, have access to a computer with Zoom conferencing capabilities and be willing for the interview to be recorded for the purpose of transcribing the audio component at a later time.",certain,
Bilardi_2023_miscarriage-australia-human-approach-dev.json,Bilardi_2023_miscarriage-australia-human-approach-dev.txt,4,interaction,resource,Low turnout for usability testing reduced the number of participants from 27 interested individuals to only eight who completed testing.,"High nonresponse and inability to schedule interested participants constrained designers' capacity to evaluate designs with a broader sample, limiting iterative testing, discovery of usability issues, and confidence in saturation across user groups.","In total, 27 people completed an expression of interest form online. Of the 27 women, eight participated across the two rounds of testing... The remaining 19 women either did not respond to further communication about the testing session or were unable to attend the scheduled session times.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,1,designer,resource,A revised layout was added late in the process and the team could not test that new layout with users.,"This prevented designers from evaluating whether the layout changes improved comprehension or navigation, hindering the 'evaluate designs' and 'integrate feedback & iteration' workloads.","In the last version (Supplementary file #2), these features were emphasised even more by isolating them on a separate cover page, but we could not test this new layout as it was added in the last version.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,2,designer,resource,Pictograms were added only partially and inconsistently and the final pictogram set had not been evaluated with users.,This limited the team's ability to iteratively refine visual design elements and assess whether pictograms supported navigation and comprehension (evaluate designs; integrate feedback).,"These generated positive comments, but we did not use them systematically, nor consistently, and some participants found them unclear. In the last DBox template that has not yet been evaluated (Supplementary file #2), we systematically added pictograms specially designed by a graphic designer to illustrate ...",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,3,designer,resource,The need for the DBox to remain usable in black-and-white prevented implementing a more intuitive color-coded GRADE representation.,"This format constraint blocked a straightforward visual solution to improve clarity of evidence quality, hindering the team's ability to address comprehension issues (produce design solutions; evaluate designs).","One participant suggested using green, yellow and red instead of the ‘+’ for a more intuitive representation of the quality of the evidence. This idea was not implemented because the DBox needed to be usable in a black and white version.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,4,designer,resource,Researchers did not have access to participants' medical records and had to rely on the moderator's qualitative classification of dementia severity.,"Lack of clinical records limited the team's objective understanding of users' clinical context, constraining the 'understand context of use' and 'manage user understanding' workloads.","We did not have access to their medical records, but the moderator—a registered nurse—qualitatively classified the severity of their dementia as moderate (n=9), severe (n=9) or very severe (n=5).",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,5,designer,resource,Navigation to access the glossary was challenging in the printable DBox format.,"Difficulty accessing definitions impeded designers' ability to ensure clarity of content for users, limiting the 'address holistic experience' and 'understand context of use' workloads and preventing effective iteration on glossary presentation.","The glossary proved essential for patient decision aids targeting older adults with dementia and their caregivers, but navigation to access it was a challenge.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,6,designer,resource,Designers avoided using icon arrays because the DBox was designed as a printable PDF and icon arrays would lengthen the document.,"The printable format constraint prevented adoption of a risk-communication format that might have improved comprehension, hindering 'produce design solutions' and 'evaluate designs' workloads.","However, we did not use icon arrays, to avoid lengthening the DBox, which we designed as a printable pdf.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,7,designer,emotional,Some topics elicited strong emotional responses that were impossible to foresee and that lengthened the design process.,"Unpredictable emotional reactions required additional iterations and tailoring, constraining the team's ability to plan and execute timely iterative testing (integrate feedback & iteration; manage user understanding).","Some topics may also elicit a very strong emotional response, which might be impossible to foresee and may lengthen the design process.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,8,interaction,emotional,"Presence of caregivers during sessions reduced spontaneity of both caregivers and patients, potentially biasing feedback.","Dyad dynamics and caregiver dominance limited the research team's ability to facilitate authentic user involvement and collect unfiltered user input, hindering 'facilitate user involvement' and 'manage user understanding'.","However, caregivers may have been less spontaneous in some of their opinions because of the presence of the person in their care, and this could have influenced our conclusions. The presence of caregivers may also have caused some of the seniors with dementia to be less spontaneous, particularly if their caregivers played a dominant role in the dyad.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,9,interaction,knowledge,"Some participants considered evidence, GRADE ratings and benefit/harm probabilities to be irrelevant and designers found no strategy in the template to address this belief.","Users' misunderstanding or dismissal of evidence undermined designers' ability to manage user understanding and to specify content requirements that would both inform and engage users, limiting iteration effectiveness.","On the other hand, participants found some parts to be of little relevance, use or interest. A number of caregivers mentioned that the DBox was of no use to patients who could not participate in the decision-making process because of cognitive decline. ... Anyway, I mean this page, to be practical—page 4—the harms, I would take it out altogether. I would leave it up to the clinicians to read that. We have no use for the studies that’ve been done. (Caregiver #9, DBox #1) No strategy was found to address this in the DBox template.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,10,designer,resource,Wording used to express priorities required several rounds of revision before arriving at acceptable phrasing.,"Repeated rewording increased the number of evaluation cycles and consumed design resources, hindering 'specify user requirements' and 'integrate feedback & iteration' workloads.","The wording used to express priorities required several rounds before we were able to arrive at the best expression, which suggests that the list of priorities would benefit from the input from a patient/caregiver expert panel.",certain,
Bilodeau_2019_reducing-complexity-patient-decision-aid.json,Bilodeau_2019_reducing-complexity-patient-decision-aid.txt,11,designer,resource,"One DBox (power of attorney) required major content additions between rounds, which temporarily lowered user satisfaction until further redesign in a subsequent round.","Topic-specific complexity forced substantial late-stage revisions and extra testing rounds, limiting efficiency of iteration and delaying stabilization of the template (integrate feedback & iteration; evaluate designs).","In the current study, the DBox on the power of attorney required adding much information on the various legal options in the second round, generating lower scores before the table comparing the various options and their features were incorporated in the third round.",certain,
Bjorling-Rose_2019_participatory-research-principles-human.json,Bjorling-Rose_2019_participatory-research-principles-human.txt,1,interaction,emotional,"Pre-prepared stress scripts were perceived by teens as inauthentic and even 'insulting', forcing researchers to abandon them and ask teens to craft their own stories.","This negative reaction undermined trust and authenticity, hindering the researchers' ability to manage user understanding and to facilitate authentic participation and iteration in role-play interaction studies.","However, the first time we presented this script, a few teens immediately commented in writing on the script that they found this script was “insulting” and “fake.” Although based in teen data, our script did not meet the teens’ need for an authentic story during role play and interaction.",certain,
Bjorling-Rose_2019_participatory-research-principles-human.json,Bjorling-Rose_2019_participatory-research-principles-human.txt,2,designer,resource,"Creating relationships with stakeholders and users in participatory research was time consuming, limiting how quickly researchers could engage and iterate.",The time-intensive nature of relationship-building constrained the team's capacity to facilitate user involvement at scale and to sustain ongoing user-centred iteration and evaluation activities.,"First, as is often true in participatory research, the process of creating relationships with stakeholders and users can be time consuming.",certain,
Bjorling-Rose_2019_participatory-research-principles-human.json,Bjorling-Rose_2019_participatory-research-principles-human.txt,3,designer,resource,Conducting studies 'in the wild' introduced many uncontrollable situations that could cause studies to fail despite researcher flexibility.,"Unpredictable field conditions impeded the team's ability to reliably plan and execute user research, which hindered understanding context of use, conducting evaluations, and performing iterative design cycles.","Second, conducting studies in the wild provides huge benefits for contextual validity, but also allows for an unlimited number of uncontrollable situations. Maintaining flexibility within design can be helpful, but even then there is still potential for studies to fail in the wild.",certain,
Bjorling-Rose_2019_participatory-research-principles-human.json,Bjorling-Rose_2019_participatory-research-principles-human.txt,4,stakeholder,resource,Communicating and disseminating novel participatory methods to the engineering community was difficult and time intensive.,"This external communication burden limited the team's ability to coordinate multidisciplinary collaboration and to integrate participatory-method feedback into broader engineering practices, slowing adoption and iterative refinement across stakeholders.","Finally, although often much appreciated, communicating and disseminating new, participatory iterations of commonly used methods to an engineering community can be difﬁcult and time intensive.",certain,
Bjorling_2019_thought-disposal-co-designing-virtual-in.json,Bjorling_2019_thought-disposal-co-designing-virtual-in.txt,1,designer,resource,"Direct input (writing) in VR proved technically difficult, forcing the team to redesign the interaction to avoid in-VR text entry. This constraint required changing prototype mechanics and interaction metaphors.","The difficulty with writing in VR impeded the team's ability to produce and iterate on design solutions and prototypes, affecting 'produce design solutions' and 'integrate feedback & iteration' workloads.","Immediately we learned that writing in VR was a complicated task, leading us to the design of a tree of negative thoughts from which teens could collect leaves and burn them in a nearby fire.",certain,
Bjorling_2019_thought-disposal-co-designing-virtual-in.json,Bjorling_2019_thought-disposal-co-designing-virtual-in.txt,2,designer,resource,The study had a small sample of teen participants and the team was unable to test for effectiveness. This limited sample constrained their capacity to evaluate intervention outcomes.,"A small participant sample and inability to test effectiveness directly limited the designers' ability to evaluate designs and manage evolving user understanding through longitudinal testing, hindering 'evaluate designs' and 'manage user understanding' workloads.",Our current work was limited due to our small sample of teens and our inability to test for effectiveness.,certain,
Bjorling_2019_thought-disposal-co-designing-virtual-in.json,Bjorling_2019_thought-disposal-co-designing-virtual-in.txt,3,designer,resource,"No prior immersive implementations of a visual analog scale existed, requiring the team to develop a new in-VR measurement tool. The novelty increased design and development burden for assessment.","Lack of existing immersive VAS tools constrained the designers' ability to evaluate and measure user states reliably within VR, hindering the 'evaluate designs' and 'specify user requirements' workloads.","While some recent work [19] has explored multiple-choice style questionnaires in VR, no immersive tools has been developed using visual analog scale.",certain,
Block_2024_closed-loop-falls-monitoring-prevention.json,Block_2024_closed-loop-falls-monitoring-prevention.txt,1,interaction,resource,"COVID-19 restrictions forced all interviews to be conducted remotely via Zoom, biasing participation toward technologically literate stakeholders and limiting in-person engagement.","Remote-only interviews constrained the designers' ability to facilitate broad user involvement and to understand context of use through in-person observation, reducing the representativeness of user understanding and potentially limiting requirements specification and iteration.","Because of ongoing COVID-19 restrictions on in-person engagements, interviews were conducted via the UCSF Zoom video platform (Zoom Video Communications, Inc) ... All interviews were conducted remotely, using the UCSF Zoom video platform, which may have biased the patient stakeholders to people who are technologically literate and have access to the internet.",certain,
Block_2024_closed-loop-falls-monitoring-prevention.json,Block_2024_closed-loop-falls-monitoring-prevention.txt,2,team,knowledge,"Qualitative analysis was conducted with the interviewer serving as the sole coder, introducing risk of analytic bias in interpreting stakeholder feedback.","Relying on a single coder impeded the team's ability to robustly synthesize and triangulate user insights, which hinders managing user understanding, integrating feedback and iteration, and specifying reliable user requirements.","Although the interviewer was the sole coder, the stakeholder advisory team provided ongoing consultation on the coding scheme and how to code less frequently occurring responses. Finally, having the interviewer serve as the primary coder could have introduced bias into the qualitative analysis process.",certain,
Block_2024_closed-loop-falls-monitoring-prevention.json,Block_2024_closed-loop-falls-monitoring-prevention.txt,3,interaction,resource,"Participant sampling was limited to clinicians at UCSF and patients seen by that group, which may have omitted important feedback from a wider cohort of users.","This recruitment scope constrained designers' ability to manage user understanding and validate generalizability, limiting their capacity to specify requirements and ensure the tool fits diverse contexts of use.","Only clinicians at UCSF and patients seen by this (broad) group of clinicians were interviewed; therefore, we may have missed important feedback from a wider cohort of users.",certain,
Block_2024_closed-loop-falls-monitoring-prevention.json,Block_2024_closed-loop-falls-monitoring-prevention.txt,4,stakeholder,resource,"Integration and scalability of the tool to other health systems depended on each system's internal governance and motivation, posing an external organizational constraint.","This external dependence limited the designers' ability to plan and execute scalable implementations and to coordinate multidisciplinary adoption across health systems, hindering the operational workload of producing deployable solutions and integrating them into varied clinical workflows.","However, successful integration into other health systems depends on the internal governance and motivation within each system.",certain,
Block_2024_closed-loop-falls-monitoring-prevention.json,Block_2024_closed-loop-falls-monitoring-prevention.txt,5,stakeholder,resource,"Collected wearable data are largely inaccessible for visualization or integration within clinic EHRs, limiting availability of patient-generated data streams.","Inaccessible wearable data prevented designers from integrating important data sources into the tool, constraining their ability to specify requirements, produce design solutions that incorporate multimodal PGD, and evaluate designs with realistic data inputs.","However, most of the collected wearable data remain inaccessible for visualization or integration within a clinic’s EHR. This limitation can impede the effective use of PGD by clinicians and compromise patient-physician collaboration related to PGD [52].",certain,
