old_name,new_name,old_path,new_path
Kuhns et al. - 2021 - A Uniquely Targeted Mobile App Based HIV Prevention Intervention for Young Transgender Women Adaptat.txt,Kuhns_2021_uniquely-targeted-mobile-app-hiv-prevent.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Kuhns et al. - 2021 - A Uniquely Targeted Mobile App Based HIV Prevention Intervention for Young Transgender Women Adaptat.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Kuhns_2021_uniquely-targeted-mobile-app-hiv-prevent.txt
Laffranchi et al. - 2021 - User Centered Design and Development of the Modular TWIN Lower Limb Exoskeleton.txt,Laffranchi_2021_development-modular-twin-lower-limb-exos.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Laffranchi et al. - 2021 - User Centered Design and Development of the Modular TWIN Lower Limb Exoskeleton.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Laffranchi_2021_development-modular-twin-lower-limb-exos.txt
Langener et al. - 2022 - Immersive Virtual Reality Avatars for Embodiment Illusions in People With Mild to Borderline Intelle.txt,Langener_2022_immersive-virtual-reality-avatars-embodi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Langener et al. - 2022 - Immersive Virtual Reality Avatars for Embodiment Illusions in People With Mild to Borderline Intelle.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Langener_2022_immersive-virtual-reality-avatars-embodi.txt
Larkin et al. - 2023 - ReachCare Mobile Apps for Patients Experiencing Suicidality in the Emergency Department Development.txt,Larkin_2023_reachcare-mobile-apps-patients-experienc.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Larkin et al. - 2023 - ReachCare Mobile Apps for Patients Experiencing Suicidality in the Emergency Department Development.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Larkin_2023_reachcare-mobile-apps-patients-experienc.txt
Lawani et al. - 2021 - User centered and theory based design of a professional training program on shared decision making w.txt,Lawani_2021_theory-professional-training-program-sha.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Lawani et al. - 2021 - User centered and theory based design of a professional training program on shared decision making w.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Lawani_2021_theory-professional-training-program-sha.txt
Lawrence et al. - 2021 - Effectiveness of an Integrated Engagement Support System to Facilitate Patient Use of Digital Diabet.txt,Lawrence_2021_effectiveness-integrated-engagement-supp.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Lawrence et al. - 2021 - Effectiveness of an Integrated Engagement Support System to Facilitate Patient Use of Digital Diabet.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Lawrence_2021_effectiveness-integrated-engagement-supp.txt
Lehmann et al. - 2022 - Designing AINA Intercultural Human Centered Design of an AI based Application for Supporting the Dia.txt,Lehmann_2022_designing-aina-intercultural-human-ai-ap.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Lehmann et al. - 2022 - Designing AINA Intercultural Human Centered Design of an AI based Application for Supporting the Dia.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Lehmann_2022_designing-aina-intercultural-human-ai-ap.txt
Leung et al. - 2020 - Human centered design as a guide to intervention planning for non communicable diseases the BIGPIC s.txt,Leung_2020_human-as-guide-intervention-planning-non.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Leung et al. - 2020 - Human centered design as a guide to intervention planning for non communicable diseases the BIGPIC s.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Leung_2020_human-as-guide-intervention-planning-non.txt
Lobo et al. - 2022 - mHealth intervention for carers of individuals with a history of stroke Heuristic evaluation and use.txt,Lobo_2022_mhealth-intervention-carers-individuals.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Lobo et al. - 2022 - mHealth intervention for carers of individuals with a history of stroke Heuristic evaluation and use.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Lobo_2022_mhealth-intervention-carers-individuals.txt
Lu J. and Schmidt M. - 2024 - Exploring the Needs and Preferences of Autistic Users in Extended Reality A Participatory and Human.txt,Lu-Schmidt_2024_exploring-needs-preferences-autistic-use.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Lu J. and Schmidt M. - 2024 - Exploring the Needs and Preferences of Autistic Users in Extended Reality A Participatory and Human.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Lu-Schmidt_2024_exploring-needs-preferences-autistic-use.txt
MacCallum L. et al. - 2013 - Use of an interdisciplinary participatory design approach to develop a usable patient self assessmen.txt,MacCallum_2013_interdisciplinary-participatory-approach.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\MacCallum L. et al. - 2013 - Use of an interdisciplinary participatory design approach to develop a usable patient self assessmen.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\MacCallum_2013_interdisciplinary-participatory-approach.txt
Mahyar et al. - 2016 - UD Co Spaces A Table Centred Multi Display Environment for Public Engagement in Urban Design Charret.txt,Mahyar_2016_ud-co-spaces-table-multi-display-environ.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Mahyar et al. - 2016 - UD Co Spaces A Table Centred Multi Display Environment for Public Engagement in Urban Design Charret.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Mahyar_2016_ud-co-spaces-table-multi-display-environ.txt
Maphosa - 2022 - Delivering a Drug Information App to Underserved Communities A User Centered Design Approach.txt,Maphosa_2022_delivering-drug-information-app-underser.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Maphosa - 2022 - Delivering a Drug Information App to Underserved Communities A User Centered Design Approach.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Maphosa_2022_delivering-drug-information-app-underser.txt
Marchak J.G. et al. - 2020 - User centered design and enhancement of an electronic personal health record to support survivors of.txt,Marchak_2020_enhancement-electronic-personal-health-r.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\Marchak J.G. et al. - 2020 - User centered design and enhancement of an electronic personal health record to support survivors of.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Marchak_2020_enhancement-electronic-personal-health-r.txt
processing_log.txt,Unknown_0000_processing_log.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\02_incl_cleaned_b_02\processing_log.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\02_incl_cleaned_b_02\Unknown_0000_processing_log.txt
