old_name,new_name,old_path,new_path
Rao et al. - 2022 - A Novel Method for Digital Pain Assessment Using Abstract Animations Human Centered Design Approach.txt,Rao_2022_novel-method-digital-pain-assessment-abs.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rao et al. - 2022 - A Novel Method for Digital Pain Assessment Using Abstract Animations Human Centered Design Approach.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rao_2022_novel-method-digital-pain-assessment-abs.txt
Ray J.M. et al. - 2019 - Computerized clinical decision support system for emergency department initiated buprenorphine for o.txt,Ray_2019_computerized-clinical-decision-support-s.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Ray J.M. et al. - 2019 - Computerized clinical decision support system for emergency department initiated buprenorphine for o.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Ray_2019_computerized-clinical-decision-support-s.txt
Reese et al. - 2021 - A Shared Decision making Tool for Drug Interactions Between Warfarin and Nonsteroidal Anti inflammat.txt,Reese_2021_shared-decision-making-tool-drug-interac.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Reese et al. - 2021 - A Shared Decision making Tool for Drug Interactions Between Warfarin and Nonsteroidal Anti inflammat.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Reese_2021_shared-decision-making-tool-drug-interac.txt
Revenas et al. - 2023 - Toward digital inclusion of older adults in e health a case study on support for physical activity.txt,Revenas_2023_toward-digital-inclusion-older-adults-e.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Revenas et al. - 2023 - Toward digital inclusion of older adults in e health a case study on support for physical activity.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Revenas_2023_toward-digital-inclusion-older-adults-e.txt
Rivers et al. - 2023 - Translating an Economic Analysis into a Tool for Public Health Resource Allocation in Cancer Survivo.txt,Rivers_2023_translating-economic-analysis-tool-publi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rivers et al. - 2023 - Translating an Economic Analysis into a Tool for Public Health Resource Allocation in Cancer Survivo.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rivers_2023_translating-economic-analysis-tool-publi.txt
Robinson J.A. et al. - 2021 - User centred design of a final results report for participants in multi sensor personal air pollutio.txt,Robinson_2021_final-results-report-participants-multi.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Robinson J.A. et al. - 2021 - User centred design of a final results report for participants in multi sensor personal air pollutio.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Robinson_2021_final-results-report-participants-multi.txt
Rodriguez et al. - 2021 - Development of a computer aided text message platform for user engagement with a digital Diabetes Pr.txt,Rodriguez_2021_development-computer-aided-text-message.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rodriguez et al. - 2021 - Development of a computer aided text message platform for user engagement with a digital Diabetes Pr.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rodriguez_2021_development-computer-aided-text-message.txt
Rosenthal et al. - 2023 - Using human centered design to develop a nurse to family telehealth intervention for pediatric trans.txt,Rosenthal_2023_human-develop-nurse-family-telehealth-in.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rosenthal et al. - 2023 - Using human centered design to develop a nurse to family telehealth intervention for pediatric trans.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rosenthal_2023_human-develop-nurse-family-telehealth-in.txt
Rostetter et al. - 2022 - Implementing an interprofessional user centered design approach to develop a bedside leg exercise de.txt,Rostetter_2022_implementing-interprofessional-approach.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rostetter et al. - 2022 - Implementing an interprofessional user centered design approach to develop a bedside leg exercise de.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rostetter_2022_implementing-interprofessional-approach.txt
Rothgangel A - 2017 - Design and Development of a Telerehabilitation Platform for Patients With Phantom Limb Pain A User C.txt,Rothgangel_2017_development-telerehabilitation-platform.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rothgangel A - 2017 - Design and Development of a Telerehabilitation Platform for Patients With Phantom Limb Pain A User C.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rothgangel_2017_development-telerehabilitation-platform.txt
Rovini et al. - 2024 - Design of a novel wearable system for healthcare applications applying the user centred design appro.txt,Rovini_2024_novel-wearable-system-healthcare-applica.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rovini et al. - 2024 - Design of a novel wearable system for healthcare applications applying the user centred design appro.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rovini_2024_novel-wearable-system-healthcare-applica.txt
Rubiano et al. - 2021 - Adaptation and performance of a mobile application for early detection of cutaneous leishmaniasis.txt,Rubiano_2021_adaptation-performance-mobile-applicatio.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rubiano et al. - 2021 - Adaptation and performance of a mobile application for early detection of cutaneous leishmaniasis.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rubiano_2021_adaptation-performance-mobile-applicatio.txt
Rudin et al. - 2021 - User centered design of a scalable electronic health record integrated remote symptom monitoring int.txt,Rudin_2021_scalable-electronic-health-record-integr.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Rudin et al. - 2021 - User centered design of a scalable electronic health record integrated remote symptom monitoring int.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Rudin_2021_scalable-electronic-health-record-integr.txt
Salmon M. et al. - 2015 - Alternative ultrasound gel for a sustainable ultrasound program Application of human centered design.txt,Salmon_2015_alternative-ultrasound-gel-sustainable-u.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Salmon M. et al. - 2015 - Alternative ultrasound gel for a sustainable ultrasound program Application of human centered design.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Salmon_2015_alternative-ultrasound-gel-sustainable-u.txt
Schild et al. - 2019 - A Digital Cognitive Aid for Anesthesia to Support Intraoperative Crisis Management Results of the Us.txt,Schild_2019_digital-cognitive-aid-anesthesia-support.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\cleaned_included_papers\03_incl_cleaned_b_03\Schild et al. - 2019 - A Digital Cognitive Aid for Anesthesia to Support Intraoperative Crisis Management Results of the Us.txt,D:\_as_developer\slr_screening\data\barrier_identification_included\filename_trunced\03_incl_cleaned_b_03\Schild_2019_digital-cognitive-aid-anesthesia-support.txt
