authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
Francesco Petracca; Rosaria Tempre; Maria Cucciniello; Oriana Ciani; Elena Pompeo; Luigi Sannino; Valeria Lovato; Giancarlo Castaman; Alessandra Ghirardini; Rosanna Tarricone,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""The need-assessment FG aimed to elicit specific design requirements and specifications for the prototype app and to bring the environment of the intended end users to focus.\"" - Methods: Study Design / Concept Generation"", ""A2 Iteration: \""The next phases of the design cycle included continuous, iterative evaluation and refinement of the prototype and its usability testing.\"" and \""we then conducted 2 exploratory FGs to seek additional inputs for the app’s improvement and 2 confirmatory FGs to validate the app and test its usability\"" - Methods: Theoretical Framework / Study Design"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""According to the UCD approach, during the concept generation phase, a thorough investigation of the needs is conducted to understand the environment of the end users and their requirements\"" (understanding users); \""An initial prototype of the app conceived on the basis of the study goals defined in the protocol was used as a starting point and included 3 main screens\"" (ideation/prototyping); \""When the finalized version of the app was completed, the CFGs aimed at gathering evidence of its preliminary efficacy... After the test, the participants were asked to quantitatively assess the usability of the app... the MAUQ\"" (evaluation) - Methods: Theoretical Framework / Study Design / Usability Evaluation""], ""TASKS_elements"": [""\""in a couple of cases, one of the intended participants communicated their unavailability at short notice because of hemophilia-related issues.\"" - Strengths and Limitations - Why it shows a designer barrier: participant unavailability/drop-outs limited recruitment and designers' ability to run planned focus groups and obtain intended user input."", ""\""these proposals were not technically feasible given the timeframe of the POWER study and, therefore, could not be embedded in the current version of the app.\"" - Results: Prototype Refinement: EFGs - Why it shows a designer barrier: technical/timeframe constraints prevented designers from implementing suggested features, constraining design choices."", ""\""participants reported poor responsiveness of certain features and a few technical problems... These issues ultimately affected the reported usefulness and the interface evaluation of the app. The technical difficulties were addressed between the 2 meetings\"" - Results: Usability Evaluation - Why it shows a designer barrier: technical defects impacted usability evaluation and required remediation between iterative testing rounds, affecting designers' evaluation and iteration process.""]}",,Petracca et al. - 2021 - An Electronic Patient Reported Outcome Mobile App for Data Collection in Type A Hemophilia Design an.txt,"Condition A: satisfied - The study documents active user involvement (need-assessment, exploratory, confirmatory FGs), explicit iterative cycles (multiple EFGs and CFGs with refinements), and evidence of all four lifecycle phases (understanding users, ideation, prototyping, evaluation via MAUQ).; Condition B: satisfied - The paper reports designer-facing constraints: participant unavailability/drop-outs, technical problems during testing that affected evaluation, and inability to implement clinician-suggested features due to technical/timeframe limits.; Final rationale: The paper reports a full user-centered design cycle with iterative user involvement and explicit prototyping and evaluation, and it documents multiple designer-experienced constraints that affected the design process; therefore it meets both Condition A and Condition B and should be included.",An Electronic Patient-Reported Outcome Mobile App for Data Collection in Type A Hemophilia: Design and Usability Study
Christie Lynn McGee Petrenko; Carson Christine Kautz-Turnbull; Alicia Rose Roth; Jennifer Elizabeth Parr; Cristiano Tapparello; Utku Demir; Heather Carmichael Olson,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: [\""After each 6-week trial, focus groups or individual interviews were completed.\"" - Methods/Procedures]"", ""A2 Iteration: [\""Two rounds of beta-testing were conducted... In BT1, 4 updates of the iOS app were distributed... In BT2, 3 updates of the iOS app and 2 updates of the Android app were distributed for bug fixes and performance improvements.\"" - Methods/Results]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): [\""Participants used iOS and Android prototypes (prototyping); usage analytics and crash reports were collected and analyzed (evaluation); qualitative focus groups and interviews were conducted and thematically analyzed to understand users' experiences (understanding users); participants' recommendations informed redesigns between BT1 and BT2 (ideation/refinement).\"" - Methods/Results]""], ""TASKS_elements"": [""\""Given the small size of the development team, the Android prototype was implemented on a schedule deliberately set behind the iOS prototype.\"" - Results/Android Usage - [Why it shows a designer barrier: explicit resource limitation (small development team) that delayed platform development and affected implementation schedule]"", ""\""Android users experienced greater technological difficulties... synchronization issues between the Android app and Cloud storage.\"" - Results/Android Usage - [Why it shows a designer barrier: technical/process problems (synchronization, device variability) that hindered reliable testing and required developer troubleshooting]"", ""\""Bugs and crashes were tracked, and updates were sent to address problems or expand functionalities.\"" - Methods/Procedures - [Why it shows a designer barrier: ongoing troubleshooting workload and real-time fixes indicating iterative development burden on the design/development team]"", ""\""Participants were less likely to complete focus group or individual interviews if they did not install the app or had low use. Therefore, the study of attrition factors was necessarily limited.\"" - Limitations - [Why it shows a designer barrier: limited participant engagement reduced feedback data, constraining designers' ability to fully evaluate and refine features based on low-use participants]""]}",,Petrenko et al. - 2021 - Initial Feasibility of the Families Moving Forward Connect Mobile Health Intervention for Caregivers.txt,"Condition A: satisfied - The study documents active user involvement through focus groups/interviews that directly informed design, explicit iterative cycles with two beta-testing rounds and interim updates, and evidence of the full lifecycle within the described phase (understanding via qualitative data, ideation via participant recommendations and redesigns, prototyping via iOS/Android builds, and evaluation via analytics and thematic analysis).; Condition B: satisfied - Multiple passages report designer-facing constraints including a small development team that delayed Android rollout, technical/synchronization issues with Android and cloud services, and the need for continuous bug fixes and updates, all of which affected the design/testing process.; Final rationale: Both the full HCD cycle requirements and at least one designer-oriented task/constraint are explicitly documented in the Methods/Results/Limitations, meeting the inclusion criteria.",Initial Feasibility of the 'Families Moving Forward Connect' Mobile Health Intervention for Caregivers of Children With Fetal Alcohol Spectrum Disorders: Mixed Method Evaluation Within a Systematic User-Centered Design Approach
"John E. Pierce, Annie J. Hill, Dana Wong, Rachelle Pitt & Miranda L. Rose",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""People with aphasia and practising speech pathologists were invited to co-design M-MAT Tele in a series of iterative workshops, to ensure the end product was user-friendly and clinically feasible.\"" - Method"", ""A2 Iteration: \""Throughout the development process, six additional meetings were held with co-designer groups to review each iteration: 3 h total for clinicians and 3 h total for people with aphasia.\"" - Results (Evaluating the design)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""A task analysis was conducted to outline the key activities and elements involved in M-MAT... The Human Centred Design Framework... 1. Understanding and specifying the context of use 2. Specifying the user requirements 3. Producing design solutions 4. Evaluating the design... A mock-up of possible software was developed... using Microsoft PowerPoint... co-designers with aphasia were shown the mock-up and assisted to rate the five games... Further evaluation is required through pilot testing of the intervention.\"" - Method; Results (Producing design solutions; Evaluating the design)""], ""TASKS_elements"": [""\""Two clinicians did not have access to a document camera, limiting this as an option for demonstrating drawing and writing examples for M-MAT Tele.\"" - Results (Clinician user requirements) - This is a resource/technical limitation experienced by designers that constrained how multimodal cues could be demonstrated and influenced design choices."", ""\""Clinicians reported that their workplace would consider funding software or hardware of up to 'several hundred dollars,' but more than that would need justification. Importantly, clinicians worked in IT environments that often restricted the use of executable files or installation of software.\"" - Results (Clinician user requirements) - This is a resource and IT-policy constraint that forced the design toward a browser-based, no-install solution."", ""\""Significant time required to get some clients logged on and with other troubleshooting.\"" - Results (Clinician user requirements) - This participant-access/process issue affected therapists' ability to deliver and iterate the intervention and shaped decisions to minimise technical demands on participants."", ""\""customisable targets were suggested by clinicians... but this required creation of an additional portal for clinicians to upload images, gesture videos and drawings, which was not feasible within the timeline and budget of the project.\"" - Discussion - This is a budget/time resource constraint that prevented implementing a clinician-requested feature."", ""\""One challenge with the workshops was the limited time to experience the games – meetings were typically 1 h, leaving only about 15 min for trialling each game\"" - Results (Evaluating the design) - This methodological/resource constraint limited designers' ability to fully evaluate prototypes with users during development.""]}",,Pierce et al. - 2024 - Adapting a group based multimodal aphasia treatment for telehealth co design of M MAT Tele.txt,"Condition A: satisfied - The study documents active user involvement (co-design workshops with clinicians and people with aphasia), explicit iterative refinement (multiple prototype review meetings), and evidence of the full HCD lifecycle (task analysis/context understanding, ideation/design solutions, prototyping mock-ups, and evaluation via co-designer testing and planned pilot).; Condition B: satisfied - Multiple documented designer-facing constraints affected the project (lack of document camera, IT installation restrictions, funding limits, significant setup/troubleshooting time, limited workshop testing time) that forced specific design adaptations (browser-based clinician-controlled approach, simplified features).; Final rationale: The paper reports an author-led co-design process that meets all three HCD components and provides clear evidence of designer-experienced resource/technical/process constraints that influenced design decisions; therefore it meets both Condition A and Condition B and is included.","Adapting a group-based, multimodal aphasia treatment for telehealth – co-design of M-MAT Tele"
"Sandhya S. Pillalamarri, Lauren M. Huyett, Aiman Abdel-Malek",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: UX methods employed included heuristic evaluations of insulin pumps, iterative formative usability testing, information architecture studies, in-home ethnographic visits, participatory design activities, and interviews. - Methods/Abstract"", ""A2 Iteration: Iterative UX formative usability testing was conducted, with a total of 8 rounds completed. Iterated card sort and tree test studies provided necessary guidance and data to structure the navigation and flow of information within the UI. - Results"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): The UX process involves four primary phases: user research, conceptualizing, designing, and testing; Rapid prototyping allowed for steady input of insights throughout the development process; The HF validation test was a simulated-use study ... The results of the validation test demonstrated that the insulin management system was safe and effective for the intended users, uses, and use environments. - Methods/Results""], ""TASKS_elements"": [""A challenge in developing a connected digital platform for diabetes treatment is ensuring its usability across a wide user spectrum with varying needs. - Methods - Why it shows a designer barrier: This statement describes an explicit design challenge faced by the team (designing for a very broad range of users) that constrained design choices and required extensive user research and adaptation."", ""During the early development phases, the information architecture was confusing to users, with a failure rate of 85% to find the lock screen image. Iterated card sort and tree test studies provided necessary guidance and data to structure the navigation and flow of information within the UI. - Results - Why it shows a designer barrier: Users' inability to find content at early stages forced the design team to rework information architecture and conduct multiple iterative studies, indicating a concrete usability failure that limited the designers' initial solution and required substantial redesign effort.""]}",,Pillalamarri SS - 2018 - Novel Bluetooth Enabled Tubeless Insulin Pump A User Experience Design Approach for a Connected Digi.txt,"Condition A: satisfied - The paper documents active user involvement (participatory design, interviews, ethnographic visits), explicit iteration (8 rounds of formative usability testing, iterative card sorts/tree tests), and all four lifecycle phases (user research, conceptualizing/ideation, prototyping, and evaluation including HF validation).; Condition B: satisfied - The manuscript reports concrete design challenges experienced during the project (broad user-spectrum usability challenge and an information architecture failure with 85% failure rate) that forced designers to iterate and adapt the UI.; Final rationale: The study describes an in-house UX process for the product with full HCD cycle evidence and reports designer-facing barriers that impacted the design process; therefore it meets both Condition A and Condition B and is included.",Novel Bluetooth-Enabled Tubeless Insulin Pump: A User Experience Design Approach for a Connected Digital Diabetes Management Platform
"Mc Kinsey M. Pillsbury, Eunice Mwangi, Josephine Andesia, Benson Njuguna, Gerald S. Bloomfield, Agneta Chepchumba, Jemima Kamano, Tim Mercer, Juliet Miheso, Sonak D. Pastakia, Shravani Pathak, Aarti Thakkar, Violet Naanyu, Constantine Akwanalo, Rajesh Vedanthan",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""The interdisciplinary design team consisted of 15 key stakeholders, including two patients with hypertension, two peer navigators... three clinicians... three health system administrators...\"" (Methods: Participants)"", ""A2 Iteration: \""We organized the design process into three phases from January to September 2019... During design phase 1... prototype 1... design phase 2... prototype 2... design phase 3... prototype 3. Between each design session, facilitators presented design progress to the study investigators, who provided additional feedback that was incorporated by the design team.\"" (Methods: Conceptual approach / Design phases 1-3)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Prior to design phase 1, the STRENGTHS research team conducted a baseline needs and contextual assessment that included qualitative evaluation of key barriers and facilitators to hypertension referrals, referral network analysis, and observational process mapping of hypertension clinic workflows.\"" (Methods: Design inputs) ; \""During Meeting #2 (Brainstorming), the design team crafted 'How Might We...?' questions... and brainstormed solutions.\"" (Methods: Design phase 1) ; \""integrated these into prototype 1 for community testing, comprised of detailed diagrams and storyboards...\"" (Methods: Design phase 1) ; \""we conducted a pilot study to test prototype 2 for feasibility... recruited 15 patients... Patient referral encounters were analyzed for referral completion, reason for referral, and reported barriers to referral.\"" (Methods: Design phase 2)""], ""TASKS_elements"": [""\""clinicians and administrators raised concerns that the HIT package may be unable to coordinate between clinics using different health record systems (especially those with paper-based record systems).\"" (Results: Acceptability and appropriateness testing) - This shows a process/technical integration problem experienced by the design team that constrained HIT functionality and required adaptations."", ""\""Frequent network or power outages at rural clinics could interfere with tablet charging or internet use. They emphasized the need for paper back-up forms and poor usability of prior electronic encounter forms.\"" (Results: Acceptability and appropriateness testing) - This documents resource/technical constraints (power/network) that hindered designers' ability to implement the HIT solution as intended."", ""\""However, there were multiple challenges integrating with paper-based record systems... some clinicians used nonstandard referral forms... limiting clinical information available in the EMR.\"" (Results: Referral data integration) - This indicates integration barriers across heterogeneous record systems that forced design adaptations and limited HIT utility."", ""\""Perceived challenges included: time management, refining solution ideas after prototyping, and promoting patient contributions during later stages of the design process. Participants emphasized the need for transparency and power-sharing...\"" (Results: Design team reflections) - This reflects process and coordination difficulties experienced by the design team (decision-making transparency, time constraints) that affected their ability to carry out design activities.""]}",,Pillsbury et al. - 2021 - Human centered implementation research a new approach to develop and evaluate implementation strateg.txt,"Condition A: satisfied - Clear evidence of active user/stakeholder involvement (design team of local end-users and community FGDs), explicit iterative cycles across three design phases, and documentation of the full HCD lifecycle (understanding via needs assessment, ideation/brainstorming, prototyping of multiple prototypes, and evaluation via FGDs and a pilot feasibility study).; Condition B: satisfied - Multiple documented designer-facing constraints (technical integration with multiple health record systems, network/power outages, need for paper backups, clinicians' nonstandard forms) and process-level challenges (time management, transparency/power-sharing) that forced adaptations in the design and implementation approach.; Final rationale: The paper reports an HCD process led by the authors (not a meta-study), satisfies all Full HCD Cycle criteria, and includes explicit evidence of barriers experienced by designers that impacted design activities and required modifications. Therefore it meets both Condition A and Condition B and should be included.",Human-centered implementation research: a new approach to develop and evaluate implementation strategies for strengthening referral networks for hypertension in western Kenya
"Sebastian Pimminger, Werner Kurschl, Johannes Schönböck, Ralph Slabihoud, Roman Froschauer, Gerald Adam Zwettler",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""Based on the developed user narrative (see Sec. 4.3.2), we solicited user input on the potential appearance of the robot. Participants were asked not only to indicate the type of robot they envisioned ... but also to suggest specific design features ... Furthermore, the participants were asked to sketch their own interpretation of the robot.\"" - Results (4.4 Exploratory Prototyping / Robot Co-Design)"", ""A2 Iteration: \""...to generate early design insights and further refining the existing results (design-informing models) from the previous process steps.\"" and Conclusion: \""...through our user-centred design and the repeated surveys of the user group, outline a targeted solution...\"" - Methods (3.2.4 Exploratory Prototyping) and Conclusion"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Initial Scenario Definition...we defined several initial usage scenarios...\"" (Methods 3.2.1); \""The aim of the initial interviews is to gain a basic understanding... The interview sessions consist of at least three parts\"" (Methods 3.2.2); \""Cardboard prototyping...rapid iteration and modification...\"" and \""soliciting feedback by using methods such as questionnaires, interviews and focus groups\"" (Methods 3.2.4) - Methods (3.2.1, 3.2.2, 3.2.4)""], ""TASKS_elements"": [""\""Given that prototyping with actual robotic hardware can consume significant resources, both in terms of time and cost, we advocate for a more extensive use of low-fidelity cardboard prototypes.\"" - Methods (3.2.4 Exploratory Prototyping) - This indicates a resource constraint (time/cost) that affected designers' choice of prototyping approach, i.e., designers were constrained from using full robotic hardware and adapted by using low-fidelity prototypes."", ""\""Seamless integration into the building automation system is therefore essential in order to be able to introduce a robust solution into live operation. Changing floors will only be possible via API calls, as will the opening of doors...\"" - Discussion (5 Seamless integration into the building control system) - This describes technical integration hurdles that limit designers' ability to implement intended robot behaviors (e.g., autonomous door/floor navigation), a process/technical constraint experienced in designing the system."", ""\""Particularly in the area of robot-initiated conversation attempts, it is important to consider that so much time can pass between recognising the human person and planning the greeting procedure... Speech recognition, speech synthesis and any facial analysis must take place without any noticeable delay...\"" - Discussion (5 Response time and real-time capability) - This identifies real-time performance constraints that designers must address to achieve acceptable interaction, indicating a technical/process limitation encountered in design.""]}",,Pimminger S. et al. - 2024 - Towards a User Centered Design Approach for the Development of Social Assistive Robots in Office Env.txt,"Condition A: satisfied - The paper documents active user involvement (ethnographic interviews, co-design where participants sketched and rated robots), explicit iterative prototyping and stated refinement of design-informing models, and evidence of all four lifecycle phases (scenario/understanding, ideation, prototyping, and soliciting feedback/evaluation).; Condition B: satisfied - The paper reports designer-facing constraints including resource/time/cost limits affecting prototyping choices and concrete technical integration and real-time performance hurdles that impacted design decisions and feasibility.; Final rationale: Both Condition A (full HCD cycle with user involvement, iteration, and complete lifecycle) and Condition B (designer-experienced tasks/constraints) are met based on the Methods, Results, Discussion, and Conclusion content; therefore the paper is included.",Towards a User-Centered Design Approach for the Development of Social Assistive Robots in Office Environments
"Aaron Plant, Paul Sparks, Deborah Neffa Creech, Ta’Jalik Morgan, Jeffrey D. Klausner, Cornelis Rietmeijer, Jorge A. Montoya",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""We developed an mHealth application using human-centered design (HCD) from 2019–2021 in collaboration with YBGBM living with HIV and with HIV service providers. Our HCD process began with six focus groups with 50 YBGBM and interviews with 12 providers...\"" - Methods (overall HCD process / Stage 1 & recruitment descriptions)"", ""A2 Iteration: \""At the end of each day of prototyping, responses were integrated into revised prototypes and tested again the next day.\"" - Methods, Stage 2: rapid prototyping"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The first stage of the HCD process... conducted focus groups with YBGBM and key informant interviews with HIV service providers in several U.S. cities to gain a better understanding of the needs of intended users\"" (Understanding/Ideation) ; \""Rapid prototyping... iterative testing and refining of low-fidelity prototypes\"" (Prototyping) ; \""An online survey was conducted... to gather detailed feedback... (n=200)\"" and \""Usability testing... participants were presented with several tasks... and... completed the System Usability Scale\"" (Evaluation) - Methods, Stages 1-3""], ""TASKS_elements"": [""\""Recruiting a sample of 200 HIV positive YBGBM for participation in a survey is logistically challenging, and it was not possible to ensure that this sample is representative of the broader population. Thus, our survey findings may not be generalizable to all YBGBM living with HIV in the U.S.\"" - Discussion / Limitations - Why it shows a designer barrier: explicitly documents recruitment as a logistical challenge that constrained the team’s ability to obtain a representative sample, affecting the data available to inform design decisions."", ""\""Relying on our professional network of HIV service providers for much of the recruitment may have introduced some bias, especially as this meant that most YBGBM participants were linked to care.\"" - Discussion / Limitations - Why it shows a designer barrier: indicates participant access constraints and sampling bias from recruitment channels that limited diversity of user input available to designers."", ""\""We administered the SUS verbally with usability testing participants over Zoom... it is possible that this approach resulted in response bias.\"" - Discussion / Limitations - Why it shows a designer barrier: describes an evaluation method constraint that may have affected the validity of user feedback used to refine the prototype.""]}",,Plant et al. - 2024 - Developing an mHealth program to improve HIV care continuum outcomes among young Black gay and bisex.txt,"Condition A: satisfied - The paper documents active user and provider co-creation (focus groups, interviews, prototyping sessions), explicit iterative cycles (daily prototype revisions, multiple stages), and all four HCD phases (understanding/ideation, prototyping, and evaluation via survey and usability testing).; Condition B: satisfied - The authors report concrete designer-facing constraints: recruitment was logistically challenging and may have limited representativeness, recruitment via networks introduced bias (most participants linked to care), and the remote/verbal SUS administration may have introduced response bias; these affected the designers' access to diverse feedback and evaluation validity.; Final rationale: Both Condition A (full HCD cycle with user involvement and iteration) and Condition B (at least one documented designer-facing task/resource/participant access constraint) are met, so the study should be included.",Developing an mHealth program to improve HIV care continuum outcomes among young Black gay and bisexual men
"Shoba Poduval, Jamie Ross, Kingshuk Pal, Nikki Newhouse, Fiona Hamilton, Elizabeth Murray",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""The content identified as necessary in the focus groups was integrated by the design team and then reviewed by a participatory design group consisting of patients with T2DM.\"" - (Methods: Phase 1: Design for Effectiveness, Methods From HCI)"", ""A2 Iteration: \""we undertook cycles of testing, refinement, retesting, and further refinement until we were more confident that the intervention fulfilled user needs and did not need major changes.\"" - (Methods: Phase 2: How HCI and Health Methods Were Combined)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The first steps of the HCI design process involve understanding the user context and requirements... The HeLP-Diabetes team conducted focus groups with patients and health professionals\"" (Understanding - Methods: Phase 1: Methods From HCI); \""findings from the work on user requirements (HCI) and evidence, theory, and causal modeling of the intervention (health) were combined to select appropriate BCTs and develop the content, format, and structure of the program.\"" (Ideation/Design - Methods: Phase 1: How HCI and Health Methods Were Combined); \""Usability testing for HeLP-Diabetes involved users thinking aloud while undertaking prespecified tasks...\"" (Prototyping/Usability testing - Methods: Phase 1: Usability Testing); \""Quantitative data were collected on the number of patients registering for and completing the program, patient characteristics, and changes in questionnaire scores.\"" (Evaluation - Methods: Phase 3: In the Wild Testing, Methods From Health)""], ""TASKS_elements"": [""\""We were unable to contact patients who did not register for the program, as they did not provide us with their details or consent to be contacted.\"" - (Methods: Phase 3: In the Wild Testing) - Why: participant access issue directly limited designers' ability to gather data about non-registrants and understand barriers to initial uptake (designer-facing recruitment/data-access constraint)."", ""\""This meant that we conducted rapid user experience studies at several stages, with smaller sample sizes and limited depth and duration of interviews.\"" - (Discussion: Strengths and Limitations) - Why: explicit time/resource constraint that forced the team to use rapid, shallower methods, limiting designers' ability to perform in-depth formative design research."", ""\""Another weakness of our approach was patient involvement. More extensive patient involvement could have been used in the design of the interview guide for the telephone interviews in the user experience study and data analysis.\"" - (Discussion: Strengths and Limitations) - Why: acknowledges limited patient involvement that constrained the designers' co-design processes and analytic depth.""]}",,Poduval et al. - 2022 - Web Based Structured Education for Type 2 Diabetes Interdisciplinary User Centered Design Approach.txt,"Condition A: satisfied - The study documents active user involvement (focus groups, participatory design group, usability and in-the-wild testing), explicit iterative cycles of testing and refinement, and all four lifecycle phases (understanding users, ideation/design via causal modeling and content selection, prototyping/usability testing, and evaluation/in-the-wild measurement).; Condition B: satisfied - The paper reports designer-facing constraints: inability to contact non-registrants (participant access issue limiting data), and time/resource limits that forced rapid, smaller-sample user studies and limited patient involvement, which affected the design activities.; Final rationale: Both Condition A (full HCD cycle) and Condition B (designer-experienced task/constraint evidence) are met based on methods, results, discussion, and limitations; therefore the study is included.",Web-Based Structured Education for Type 2 Diabetes: Interdisciplinary User-Centered Design Approach
"Charlotte C Poot, Jasmijn de Boer, Lyè Goto, Susanne J van de Hei, Niels H Chavannes, Valentijn T Visch, Eline Meijer",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""A participatory user-centered design approach was employed, involving end-users and other stakeholders throughout the study.\"" - Methods / Study Design"", ""A2 Iteration: \""In two iterations, a prototype was developed (phase 3) and evaluated with end-users to gather user-feedback and improve the prototype (phase 4).\"" - Methods / Study Design; also evidenced by Phase 3 and 4: Prototype and Formative Evaluation – Iteration 1 and Iteration 2"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The approach consisted of four phases. Semi-structured interviews and a survey were conducted to understand user needs and reasons for poor adherence (Phase 1: define). ... Several design directions were ideated, resulting in a concept for a serious game (Phase 2: ideate). Two rounds of user-tests were performed to evaluate a prototype of the serious game in terms of usability, perceived impact on medication adherence and motivation (Phase 3: prototype and Phase 4: evaluate).\"" - Abstract / Methods (Study Procedures / Phase descriptions)""], ""TASKS_elements"": [""\""This approach allowed participants to interact with the concept for a longer period of time, within their own setting (eg, at home) and at the same time did not require the costly development of a functional app in this early phase.\"" - Phase 3 and 4: Prototype and Evaluation – Iteration 2 - Why it shows a designer barrier: Explicit resource constraint (cost) that forced designers to adopt a lower-cost WhatsApp prototyping method instead of developing a full functional app, affecting how they could perform prototyping and evaluation."", ""\""However, as some patients receive Symbicort as Symbicort Maintenance and Reliever Therapy (SMART), the commercial feasibility (ie, complementing business strategies) may be less clearly defined.\"" - Phase 3 and 4: Prototype and Formative Evaluation – Iteration 1 - Why it shows a designer barrier: Commercial feasibility concerns raised by smart inhaler developers represent constraints that could limit design implementation choices and adoption pathways, affecting design decisions.""]}",,Poot et al. - 2023 - The Design of a Persuasive Game to Motivate People with Asthma in Adherence to Their Maintenance Med.txt,"Condition A: satisfied - The study documents active user involvement (interviews, surveys, user-feedback sessions), explicit iterative refinement (two prototype iterations and feedback loops), and a complete lifecycle with define/ideate/prototype/evaluate phases.; Condition B: satisfied - Designers faced and adapted to resource and feasibility constraints (explicitly avoided costly full app development by using a WhatsApp prototype; commercial feasibility concerns from developers influenced design decisions).; Final rationale: The paper reports a full HCD cycle with active user involvement and explicit iterations, and includes documented designer-facing constraints that influenced methods and design choices; therefore it meets both Condition A and Condition B and is included.",The Design of a Persuasive Game to Motivate People with Asthma in Adherence to Their Maintenance Medication
"Monica Posluszny, Geon Soo Park, Irini Spyridakis, Sarina Katznelson, Sam O’Brien",High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""Aside from the main design team, college students and sustainability professors also took on the role of participatory designers. Their input on what impacts them, specific climate knowledge, knowledge on what needs to be done to address climate change was important for making sure that the VR experience would make a difference regarding perspectives on climate change.\"" - Methods (III.A User Centered Design (UCD) Process)"", ""A2 Iteration: \""The process also includes the users in the design process, allowing room for feedback and iterations along the way.\"" - Methods (III.A User Centered Design (UCD) Process); and \""we clustered the results ... and arranged and rearranged the post-it notes many times until the groupings that appear in Table 1 surfaced.\"" - Results (IV.B Affinity Diagram)  (shows some iterative analysis and divergent/convergent design sessions in Methods III.D)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""To decide on an effective story and design for our VR project, we conducted an extensive literature review; held semi-structured interviews with professors who teach about sustainability and also college students; led a focus group; and engaged in many design activities.\"" - Introduction/Methods (describes Understanding, Ideation, Prototyping). \""The next step in our research would be to assess whether the completed VR experience would inspire action or behavior change concerning climate change... Other steps would be to user test the prototype, iterate on the prototype, and also test its effectiveness.\"" - Conclusions (V) (explicitly indicates evaluation/user testing was not yet performed)""], ""TASKS_elements"": [""\""Some constraints stemmed from high learning curves for programs, limited VR headset availability, and time constraints on our group as we conducted this project over an academic quarter.\"" - Results (IV.D.5) - Why it shows a designer barrier: team-level resource/time/skill constraints that limited prototype development and iteration."", ""\""One team member owned a headset and was able to put together an initial prototype. The rest of the team relied on equipment rentals; however, there was a wait time and the rentals lasted only one week. There was a time restriction on having enough time to consistently test and prototype within Unity.\"" - Results (IV.D.5) - Why it shows a designer barrier: participant/equipment access limitations directly impeded designers' ability to perform iterative testing."", ""\""Blender and Unity have large learning curves, which is why we decided to leave the most time for the prototype.\"" - Methods (III.A) - Why it shows a designer barrier: skill/knowledge gaps and steep learning curves constrained designers' workflow and scheduling."", ""\""One challenge here was finding 3D models with a consistent art style.\"" - Methods (III.F Prototyping) - Why it shows a designer barrier: technical/resource constraint (asset availability) that affected design decisions and implementation.""]}",Condition A not satisfied: missing evaluation phase (no user testing/usability or pilot testing of the prototype reported),Posluszny et al. - 2020 - Promoting Sustainability through Virtual Reality A Case Study of Climate Change Understanding with C.txt,"Condition A: not satisfied - While the paper provides clear evidence of user involvement (A1) and some iterative activities/analytical rearrangements (partial A2), it lacks evidence of an Evaluation phase (no user testing/usability/pilot of the developed prototype), so the complete HCD lifecycle requirement (A3) is not met.; Condition B: satisfied - The paper documents multiple designer-facing constraints (limited headset availability and rental time, steep learning curves for Unity/Blender, time constraints of an academic quarter, difficulty finding consistent 3D assets) that impeded the design and prototyping process.; Final rationale: Exclude because Condition A (full HCD cycle) is not satisfied due to absence of evaluation/user testing of the prototype, despite clear user involvement and documented designer-facing task constraints (Condition B satisfied).",Promoting Sustainability through Virtual Reality: A Case Study of Climate Change Understanding with College Students
