authors,confidence,decision,evidence,exclusion_reason,file_name,reasoning,title
"James C. Gaudaen, MA; Amy Papadopoulos, DSc; Tee Dockery, MBA; Carl Manemeit, MA",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""The development of this interface utilized a user-centered design (UCD) process.\"" - Materials and Methods"", ""A1 User Involvement: \""The team members individually used the device to input casualties and injuries. If they experienced a bug or glitch in the system, they documented the path through the system that led to the bug.\"" - Materials and Methods (User Testing)"", ""A2 Iteration: \""Design solutions were iteratively developed based on two types of usability tests: comparative analysis and user testing.\"" - Materials and Methods"", ""A2 Iteration: \""iterative design modifications were developed starting with low-fidelity paper prototypes and progressing through higher-fidelity prototypes.\"" - Materials and Methods (User Testing)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""User requirements for the CDSS were identified by creating personas...through unstructured interviews of combat medic SMEs assigned to the project.\"" (Understanding) - Materials and Methods (Personal Development)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""A comparative analysis of BATDOK, the TCCC Card, and the Medic CDSS was conducted to look at how well each system met the selected criteria.\"" (Ideation/design decisions) - Materials and Methods (Comparative Analysis)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""iterative design modifications were developed starting with low-fidelity paper prototypes and progressing through higher-fidelity prototypes... Updated outlines of the proposed UI, generally referred to as wireframes, ... were developed using the prototyping software Justinmind... The wireframes were coded into a new Android Application Package that was retested for bugs or potential enhancements.\"" (Prototyping) - Materials and Methods (User Testing)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Through testing of the tree and node system, the initial font was found to be too small for most users. This was remedied by increasing the size of the font...\"" (Evaluation leading to refinements) - Results (User Testing)""], ""TASKS_elements"": [""\""No formalized user testing was performed for this project.\"" - Limitations - This indicates a limitation that affected designers' ability to perform formal evaluation activities and validate changes."", ""\""There were also relatively few users of the system. ... This system was assessed by the same SMEs every time a new prototype was developed.\"" - Limitations - Shows participant access/recruitment issues that constrained iterative testing and diversity of feedback available to designers."", ""\""Table-top simulations were the primary method of user testing for this system. No care was being provided while simultaneously using this system.\"" - Limitations - Indicates testing context constraints that prevented realistic evaluation and limited designers' ability to observe real-world use."", ""\""The SMEs interviewed during the persona development were members of the team developing this prototype system. These biases could have led to very broad definitions of the user types.\"" - Limitations - Designer-facing bias that limited accurate persona development and thereby constrained design decisions."", ""\""The initial scope of the project was to integrate with pre-existing electronic documentation systems such as the ... BATDOK. Therefore, only a rudimentary interface for testing the rules was created. As development proceeded, it became apparent that a standalone interface was needed for the system.\"" - Background/Materials and Methods - Shows an integration/scope issue that forced the team to change planned development approach (process/technical constraint).""]}",,Gaudaen J.C. et al. - 2023 - Usability Enhancements to a Prototype Clinical Decision Support System for Combat Medics.txt,"Condition A: satisfied - The paper documents user-centered design activities including persona development from SME interviews (understanding), comparative analysis and derived design enhancements (ideation), low- to high-fidelity prototyping and wireframes/APK development (prototyping), and iterative user testing with refinements (evaluation).; Condition B: satisfied - The Limitations and Methods sections report designer-facing constraints: lack of formalized testing, few and non-diverse participants assessed repeatedly, reliance on table-top simulations lacking realism, team-member SME bias in persona creation, and an initial integration/scope change that required shifting to a standalone interface.; Final rationale: The study describes a full HCD cycle (user involvement, explicit iteration, and all four lifecycle phases) and provides multiple explicit statements of designer-experienced constraints that limited testing, participant access, and realism; therefore it meets both Condition A and Condition B and should be included.",Usability Enhancements to a Prototype Clinical Decision Support System for Combat Medics
Francesco Gherardini; Cristina Renzi; Francesco Leali,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""the user becomes an actor in the definition of the product requirements, as well as in the evaluation of the concept and design alternatives and of the final prototype.\"" - Section 3 Methodological framework"", ""A1 User Involvement (case evidence): \""the hospital personnel of different health institutes have been involved in the design process as expert users.\"" - Section 4 Case study"", ""A2 Iteration: \""In subphase 1A, due to the operating context, many latent needs are expected, so a three-step elicitation sequence is proposed, based on brainstorming, Web forum/scenario and survey.\"" and \""In subphase 1C, the users are required to express preferences on the six concept alternatives by a two-step elicitation sequence.\"" - Section 4 Case study (shows multiple rounds of user feedback and refinement)"", ""A2 Iteration (outcome): \""a consistent TTM reduction is noted, even if in presence of a major number of intermediate iterations with users.\"" - Section 5 Discussion (explicit mention of multiple intermediate iterations)"", ""A3 Lifecycle - Understanding users: \""This subphase is aimed at gathering the voice of the user and, subsequentially, at translating user needs into technical requirements.\"" - Section 3 Phase 1 Subphase 1A"", ""A3 Lifecycle - Ideation: \""The objective of this subphase is the definition of conceptual design alternatives (or concept alternatives). To this aim, the actor designer performs an action of concept generation.\"" - Section 3 Phase 1 Subphase 1B"", ""A3 Lifecycle - Prototyping (modelling/virtual prototype): \""The action of modelling is used in the generation of both conceptual design alternatives and the virtual prototype. It is usually carried out by means of parametric 3D CAD modellers.\"" and \""the output is a virtual prototype, which is subjected to a last action of elicitation by the actor user\"" - Section 3 Methodological framework and Section 3.3 Phase 3"", ""A3 Lifecycle - Evaluation: \""users are required to express preferences on the six concept alternatives by a two-step elicitation sequence... their preferences are collected by means of a Web questionnaire\"" and \""A final elicitation of user feedback is carried out by virtual prototyping and a Web survey.\"" - Section 4 Case study""], ""TASKS_elements"": [""\""This context is characterized by limited financial resources; reduced human resources, which require employees to simultaneously play multiple roles; centralized decision-making; short process durations; limited IT and software resources and lack of systematic approach in most processes.\"" - Section 5 Discussion - This lists resource limits and limited IT/software that constrained the SME design team and affected how they carried out design activities"", ""\""Due to the different geographical locations of the users, a communication support is required to enhance the communication between themselves and between them and the designers.\"" - Section 4 Case study - This describes participant geographic dispersion that created a barrier to direct communication and iteration, forcing designers to adopt Web tools"", ""\""The designers have expertise in the application of the QFD method but, due to the difficulties in the prioritization of the user needs, they rarely use it.\"" - Section 4 Case study - This indicates a skills/knowledge gap or difficulty experienced by the designers in applying a standard method within the project"", ""\""the designer's knowledge on the design and decisional methods, which could affect the efficiency of the framework. Sometimes, a previous training on the methods would be required for the designers.\"" - Section 5 Discussion - Explicitly identifies designer skill/knowledge limitations that affected implementation""]}",,Gherardini et al. - 2017 - A systematic user centred framework for engineering product design in small and medium sized enterpr.txt,"Condition A: satisfied - The paper documents active user involvement across multiple phases (elicitation, judging concepts, final virtual-prototype feedback), explicit iterative cycles (multiple elicitation rounds, intermediate iterations), and evidence of all four lifecycle activities (understanding users, ideation/concept generation, prototyping with CAD/virtual prototypes, and evaluation via questionnaires and user feedback).; Condition B: satisfied - The paper reports concrete constraints experienced by the SME design team during the project (limited financial and human resources, limited IT/software, geographically dispersed users requiring communication support) and notes designers' difficulties with certain methods and need for training, which affected their design activities.; Final rationale: Both the full HCD cycle (A) and designer-experienced task/constraint elements (B) are clearly evidenced in the Methods, Case Study, and Discussion sections; therefore the study meets inclusion criteria.",A systematic user-centred framework for engineering product design in small- and medium-sized enterprises (SMEs)
"Anik M. C. Giguere, Moulikatou Adouni Lawani, Émilie Fortier-Brochu, Pierre-Hugues Carmichael, France Légaré, Edeltraut Kröger, Holly O. Witteman, Philippe Voyer, Danielle Caron, Charo Rodríguez",High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""We will recruit 49 clinicians and 27 senior/caregiver to participate in three cycles of design-evaluation-feedback of each intervention components.\"" - Abstract/Methods"", ""A2 Iteration: \""This iterative process will continue until: (1) we observe indications of good usability and no significant problems; (2) users report that they intend to engage in shared decision-making; or (3) we have conducted a maximum of three rounds of design-evaluation-feedback\"" - User-centered and theory-based tailoring (Phase 1)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The objectives of the 45-min interview will be to: (1) identify the decision-making needs of participants relative to the decision presented in the P-DB; (2) distinguish the reasons influencing their decisions relative to the clinical situation presented; and (3) solicit feedback on changes needed to improve the usability of the P-DB.\"" AND \""In phase 1, we will use user-centered approaches to design: (1) five DB prototypes for clinicians (C-DB); (2) five DB prototypes for patients and their informal caregivers (P-DB); and (3) a 70-min e-learning professional program on shared decision-making (e-TUDE).\"" AND \""We will then modify the intervention by adding/enhancing behavior-change techniques... We will evaluate the effectiveness of this tailored intervention before/after implementation, in a two-armed, clustered randomized trial.\"" - Phase 1: user-centered design / Prototype development / Abstract/Methods / Phase 2 RCT""], ""TASKS_elements"": [""\""Because of recruitment challenges in this vulnerable population, we assess only three of the five P-DBs developed.\"" - Phase 1 Patient-decision box (P-DB) tailoring - This indicates participant access issues that forced the designers to limit the number of patient decision boxes they could evaluate, directly constraining the design/evaluation activities."", ""\""We cannot control if the clinicians will complete the distance training program and offer the DBs to their patients\"" - Strengths and limitations - This describes a process/participant-engagement constraint affecting designers' ability to ensure implementation and to collect iterative usage/evaluation data.""]}",,Giguere AMC - 2018 - Tailoring and evaluating an intervention to improve shared decision making among seniors with dement.txt,"Condition A: satisfied - The protocol documents active user involvement (clinicians, patients, caregivers) in co-design and think-aloud sessions (A1), explicit iterative cycles with up to three rounds of design-evaluation-feedback (A2), and shows the complete lifecycle: understanding users via interviews/need assessment, ideation/prototype creation of C-DB/P-DB/e-TUDE, prototyping, and evaluation including usability testing and a clustered RCT (A3).; Condition B: satisfied - The manuscript reports concrete designer-facing constraints: recruitment challenges in the vulnerable patient population that reduced P-DB evaluation scope, and concerns about clinicians completing training/offering tools, both of which affected designers' ability to perform design/implementation activities.; Final rationale: The study is a primary user-centered design and implementation project (not a meta-study), meets all Full HCD Cycle criteria, and reports at least one clear designer-experienced constraint affecting design activities, so it should be included.","Tailoring and evaluating an intervention to improve shared decision-making among seniors with dementia, their caregivers, and healthcare providers: study protocol for a randomized controlled trial"
,High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""Patient and provider stakeholders provide input on design, layout and informational content of the tool\"" - Phase II"", ""A2 Iteration: \""Iterative design process using a storyboard method\"" - Phase II"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Phase I: Mixed methods design to explore how women use their mobile devices and their preferences for support after an abortion - Waiting-room survey [n=50] and individual semi-structured interviews [n=20]\""; \""Phase II: Iterative design process using a storyboard method ... Usability testing [n = 9]\""; \""Phase III: Prospective cohort mixed methods pilot study to demonstrate feasibility and acceptability of intervention\"" - Phases I, II, III""], ""TASKS_elements"": []}",No evidence of designer-facing difficulties or constraints,Gill RK - 2019 - Feasibility and Acceptability of a Mobile Technology Intervention to Support Postabortion Care The F.txt,"Condition A: satisfied - The study reports active user/stakeholder input (Phase II), an explicit iterative design process, and activities covering understanding (Phase I), ideation/prototyping (Phase II storyboard), and evaluation (usability testing and pilot Phase III).; Condition B: not satisfied - No statements in the provided Methods, Results, Discussion, Conclusion, or Limitations text describe difficulties, constraints, or barriers experienced by designers during the project (e.g., resource limits, participant access problems, cognitive strain, skill gaps, or process/technical issues).; Final rationale: Although the paper describes a full HCD cycle with user involvement and iteration, there is no evidence in the provided text of designer-facing tasks or constraints; therefore it must be excluded.",FACTS three phase study
Manuel Giuliani; Dorota Szczeńsniak-Stańczyk; Nicole Mirnig; Gerald Stollnberger; Malgorzata Szyszko; Bartlomiej Stańczyk; Manfred Tscheligi,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""During the three-year development of the robot, we involved users in all development stages of the robot... For requirement compilation, we conducted a literature review, observed two traditional examinations, arranged focus groups with doctors and patients, and conducted two online surveys. During the development of the robot, we regularly involved doctors in usability tests to receive feedback from them on the user interface for the robot and on the robot’s hardware.\"" - Analysis: user requirements (Section 4) and Design: iterative, user-centred robot development (Section 5)"", ""A2 Iteration: \""The doctors provided their feedback on an ongoing basis as soon as the engineers reached a new stage in the system design process... The feedback and comments by the doctors were very valuable and led to changes in system design for the second prototype of the ReMeDi system.\"" - Design: iterative, user-centred robot development (Section 5, 5.2)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""As first step in our user-centred design process, we conducted an extensive user requirement analysis... we organised two workshops with doctors... two focus groups with patients... we implemented the user requirements in the first prototype of the ReMeDi robot... we changed the procedure ... solved the synchronisation problem ... We tested the second prototype of the ReMeDi system ... and we used eye tracking to compare this remote examination to a traditional examination.\"" - Analysis (Section 4), Design/Prototyping (Section 5/5.2), Evaluation/Eye tracking studies (Section 6)""], ""TASKS_elements"": [""\""we found that some of the methods needed to be adjusted to the medical context... it is best to move the robot near the doctors in order to reduce the time and labour that doctors had to invest and to increase the potential to collect valuable user feedback.\"" - Discussion (Section 7.2) - Why it shows a designer barrier: indicates resource/time/labour constraints and the need to adapt UCD methods due to clinicians' hectic schedules, which limited straightforward user involvement and forced changes to the design process."", ""\""During the remote examination, a majority of the participants (10 out of 12 doctors) had problems with synchronising the haptic input device to the robot arm... doctors reported a noticeable delay between moving the robot arm with the haptic interface and receiving visual feedback... Six doctors pointed out that it would be useful to have a visual indicator for the forces the robot arm applies to the patient’s body.\"" - Robot prototype evaluation results (Section 5.2) - Why it shows a designer barrier: documents technical/process issues (haptic synchronisation, latency, missing force visualization) that the design team had to address and that constrained safe/effective evaluation and required redesign."", ""\""All doctors commented that the robot arm in the first prototype of the ReMeDi system was too loud... The doctors found that it would be desirable to separate control of the robot arm rotation from robot arm movement... the robot's workspace did not cover the entire examination area... the robot sometimes moved rapidly and unpredictably, which could potentially lead to harming the patient.\"" - Robot prototype evaluation results (Section 5.2) - Why it shows a designer barrier: identifies safety, ergonomic and workspace limitations that forced redesign of hardware and kinematics, impacting development choices."", ""\""We did not have real patients as participants in the remote examination study... We did not include real patients in this study due to safety concerns, the ReMeDi robot was not certified for clinical trials when we executed the study...\"" - Limitations (Section 7.3) - Why it shows a designer barrier: a regulatory/safety constraint prevented designers from conducting full clinical evaluation with real patients, limiting their ability to evaluate and iterate under real clinical conditions.""]}",,Giuliani et al. - 2020 - User centred design and evaluation of a tele operated echocardiography robot.txt,"Condition A: satisfied - The paper documents active user involvement (workshops, focus groups, surveys, iterative usability tests) (A1), explicit iterative refinement between prototypes (A2), and evidence of the full lifecycle: user analysis, ideation/design activities, prototyping (two prototypes) and evaluation (usability tests and two eye-tracking studies) (A3).; Condition B: satisfied - The paper reports multiple designer-facing constraints: resource/time/labour limits requiring adjustments to UCD methods and on-site testing logistics; technical/process issues (haptic synchronisation, latency, noisy/unreliable robot arm, limited workspace) that required redesign; and safety/regulatory limits that prevented using real patients in remote evaluation.; Final rationale: All three HCD components are present and well documented, and there is clear evidence of designer-experienced constraints (resource, participant access, technical and safety issues) that affected the development and evaluation process. Therefore the study meets both Condition A and Condition B and should be included.",User-centred design and evaluation of a tele-operated echocardiography robot
Goode AD; Frith M; Hyne SA; Burzic J; Healy GN,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: [\""Workplace end users including champions, management and staff were also represented ... Provided formal and informal feedback via online survey data, email and phone feedback, direct discovery interviews\"" - Methods 2.1; Methods 2.2.1: direct discovery interviews and field visits; Table 1]"", ""A2 Iteration: [\""The process of gaining feedback was iterative, and included multiple stakeholders\"" and descriptions of iterative prototyping, workshops and high fidelity prototype testing (e.g., 'Engage in iterative development', 'Engage in cycles of rapid prototyping') - Methods 2.2; Table 2]"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): [Understanding users: 'Direct discovery interviews and field visits' with managers, champions and staff to understand engagement and barriers - Methods 2.2.1; Ideation: 'User journey maps and personas ... Mock-ups of the user journeys ... wireframes and prototypes' - Methods 2.2; Prototyping: 'Mock-ups of the toolkit elements and collateral were created by the interaction designer and feedback sought' - Table 2; Evaluation: reporting of staff survey pre- and post-program, soft-launch beta testing with early adopters, and 'High fidelity prototype testing' once changes were integrated - Results and Methods 2.3]""], ""TASKS_elements"": [""\""The coordination of a large (10–15 person) team across diverse disciplines and holding distinct perspectives and needs was challenging.\"" - Discussion - Why: indicates designers experienced coordination/process burden and difficulty integrating multidisciplinary input (process/coordination constraint)"", ""\""This occasionally conflicting feedback needed to be considered in the context of other considerations, including alignment with research aims and budgetary, technological and timeline constraints. Consequently, not all feedback was considered equally.\"" - Discussion - Why: explicitly describes resource, technological and timeline constraints that limited designers' ability to incorporate all user feedback (resource/constraint impacting design decisions)"", ""\""...the majority of the ones not used either not being applicable to this stage of optimisation or too time intense and costly to undertake.\"" - Results (Table 2 summary) - Why: shows certain UCD strategies were excluded due to time and cost, indicating resource limits experienced by the design team (resource limitation)""]}",,Goode et al. - 2022 - Applying a User Centred Design Approach to Optimise a Workplace Initiative for Wide Scale Implementa.txt,"Condition A: satisfied - Methods and Results document active user involvement (surveys, discovery interviews, workshops), explicit iterative refinement cycles (prototyping, feedback, redesign), and evidence of all four lifecycle phases (understanding users, ideation, prototyping, evaluation with soft-launch and pre/post surveys).; Condition B: satisfied - Multiple statements describe constraints and difficulties experienced by the design team (coordination challenges, budgetary/technological/timeline constraints, resource-intensive methods omitted), meeting the TASKS criteria.; Final rationale: The paper reports the authors' own iterative UCD process with end-user involvement across ideation, prototyping and evaluation, and explicitly documents designer-facing constraints that affected design activities; therefore both Condition A and B are met and the study should be included.",Applying a User Centred Design Approach to Optimise a Workplace Initiative for Wide-Scale Implementation
Andrea K Graham; Sean A Munson; Madhu Reddy; Sarah W Neubert; Emilie A Green; Angela Chang; Bonnie Spring; David C Mohr; Jennifer E Wildes,High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""participants were asked to 'try making one change' to help with weight and binge eating by selecting and implementing a strategy for 1 week... participants were prompted to select one strategy from 20 options... Using the 'think aloud' design technique, participants recorded a video while picking their strategy, talking aloud about their thought process as they made their choice.\"" - Methods: Prototyping Activity / Selecting a Strategy"", ""A2 Iteration: \""The first 3 weeks comprised a needs assessment to learn about participants’ experiences with obesity and binge eating, strategies they have used to address these problems, and ideas for managing weight and eating. This paper focuses on the prototyping design activity that occurred in the final 1.5 weeks when participants were asked to 'try making one change' to help with weight and binge eating by selecting and implementing a strategy for 1 week.\"" - Methods: Procedure / Prototyping (shows stages but no explicit repeated design-redesign cycles)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""The first 3 weeks comprised a needs assessment to learn about participants’ experiences... (Understanding). Participants were asked to select one strategy from 20 options to practice for the week (Ideation/choice among concepts). Dscout was leveraged as a low-fidelity prototype to gain rapid insights for designing the delivery of strategies in the mobile intervention (Prototyping). Over the next week, participants submitted entries showing moments in which they practiced or were struggling to practice their strategy... At the end of the week, participants recorded a video reflecting on how the experience went... and reported their weight and number of binge eating episodes over the past week (Evaluation).\"" - Methods: Procedure / Prototyping Activity""], ""TASKS_elements"": [""\""Because procedures occurred remotely using an existing platform (ie, dscout), the research team was unable to ask clarifying or follow-up questions about participant entries, which may have limited the number and depth of insights generated.\"" - Limitations - Why it shows a designer barrier: inability to probe participants limited designers' ability to gather depth needed for design decisions and constrained the design evaluation process."", ""\""Participation was ended early for 3 individuals who stopped completing study procedures. No reasons for discontinuation were provided.\"" - Methods: Enrollment - Why it shows a designer barrier: participant drop-outs reduced available user data and may have limited iterative insight and sampling diversity available to designers."", ""\""Although a 1-week observation period was used to gain rapid insights into strategy selection and implementation, this timeframe may have been too short for users to confidently assess the strategy’s efficacy. The study cannot inform how users will iterate on their experiences implementing strategies or whether they will sustain engagement with implementing self-selected strategies over a longer duration.\"" - Limitations - Why it shows a designer barrier: short timeframe constrained designers' ability to evaluate longer-term implementation, iteration, and sustained engagement, limiting design decisions regarding iterative support structures.""]}",Condition A not satisfied: No explicit repeated refinement/design-redesign cycles reported (iteration criterion not met).,Graham et al. - 2021 - Integrating User Centered Design and Behavioral Science to Design a Mobile Intervention for Obesity.txt,"Condition A: not satisfied - While the study demonstrates user involvement and evidence of the four lifecycle phases (needs assessment, concept/strategy selection, prototyping via dscout, and short-term evaluation), it does not report explicit repeated refinement cycles or multiple design-redesign rounds conducted by the research team (no clear iterative feedback->redesign->retest sequence).; Condition B: satisfied - The paper reports concrete constraints experienced by the design team (inability to ask follow-up questions due to the remote platform, participant drop-outs, and a too-short observation period) that limited designers' ability to perform design activities and evaluate iteration.; Final rationale: Because the review's inclusion rules require all components of Condition A (including explicit iteration) and Condition B, and this paper lacks clear evidence of explicit repeated design-refinement cycles, it does not meet Condition A despite meeting other HCD lifecycle elements and meeting Condition B. Therefore it is excluded.",Integrating User-Centered Design and Behavioral Science to Design a Mobile Intervention for Obesity and Binge Eating: Mixed Methods Analysis
Rebecca Green; Amanda Buckley; Bradley Scott,High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: 'We performed early user research with 72 ED physicians across the United States, Canada, the United Kingdom, and Australia.' - Early User Research"", ""A2 Iteration: 'We conducted the formative usability sessions during two development iterations, resulting in more than 30 usability findings.' - Iterative Design"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): 'During the design and development process, we carried out usability activities to support understanding of the user through early user research, create a vision of the user’s work flow through iterative design, develop a solution and verify the design through usability testing, and deliver the results as a refined user experience.' - The Process""], ""TASKS_elements"": []}",Condition B not satisfied — no designer-facing task constraints or barriers reported in Methods/Results/Discussion/Limitations.,Green R. et al. - 2015 - Tracking Care in the Emergency Department.txt,"Condition A: satisfied - The paper reports active user involvement (early research with 72 physicians), explicit iterative cycles (multiple development iterations and iterative usability testing), and a complete lifecycle including understanding, ideation (storyboards/sketches), prototyping/iterations, and evaluation (formative and summative usability tests).; Condition B: not satisfied - The manuscript does not report constraints, barriers, or difficulties experienced by the design team (no evidence of resource limits, participant access problems that limited designers, cognitive/skill gaps among designers, or process/technical issues that impeded the design process).; Final rationale: Although the study clearly documents a full user-centered design cycle (Condition A), it provides no explicit evidence of designer-facing task elements or constraints required for Condition B. Therefore it does not meet all inclusion criteria and is excluded.",Tracking Care in the Emergency Department
"Ashley Gresh, Anne Batchelder, Nancy Glass, Janet Mambulasa, Esnath Kapito, Amy MacDonald, Nellie Ngutwa, Cori Plesko, Ellen Chirwa, Crystal L. Patil",High,Exclude,"""HCD_fullcycle"": [""A1 User Involvement: \""Stakeholders worked collaboratively to co-create the prototype that included a curriculum of health promotion topics and interactive activities and the service delivery structure.\"" - Abstract/Results"", ""A2 Iteration: \""Incubator session data analysis was iterative and included continuous data integration and consultation with key stakeholders.\"" - Methods, Step 4; \""The expert review process happened over a period of several months and involved multiple rounds of review\"" - Results (The prototype)"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""In-depth interviews (n=24), and incubator sessions (n=6) ... were completed with key stakeholders\"" (Understanding users & data gathering) - Abstract/Methods Step 2; \""Incubator sessions ... emphasis was on developing the health promotion content, interactive learning activities, and structure of the group postpartum/well-child care model through brainstorming, co-creation, and finding solutions.\"" (Ideation) - Methods Step 4; \""As part of Step 4, a curriculum and implementation structure prototype for group postpartum/well-child care was produced. The prototype consisted of a facilitator’s guide outlining each of the six visits...\"" (Prototyping) - Results; \""The fifth step is detailed in a separate paper...the finalised facilitator’s guide ... is ready for the final step in the AHEAD framework which includes a pilot test and evaluation.\"" (No evaluation/pilot reported in this paper) - Abstract/Results""], ""TASKS_elements"": [""\""This approach is time intensive\"" - Discussion, Lessons learned and implications for practice - Why it shows a designer barrier: team reports the process required substantial time resources, indicating a resource/time constraint experienced by the design team."", ""\""Convenience sampling was used to recruit health care workers since there are a limited number of health care workers with group healthcare experience and that are working in postpartum and well-child care at each of the three clinics.\"" - Methods, Sample and recruitment - Why it shows a designer barrier: limited access to experienced participants constrained recruitment choices and affected how the designers assembled stakeholder input.""]}",Condition A not satisfied: evaluation/pilot testing (the AHEAD Step 5) was not conducted or reported in this paper (stated as detailed in a separate paper).,Gresh et al. - 2023 - Adapting group care to the postpartum period using a human centered design approach in Malawi.txt,"Condition A: not satisfied - The study documents understanding users (in-depth interviews), ideation (incubator sessions), and prototyping (facilitator's guide), but does not report an evaluation phase (pilot testing/user evaluation) within this paper; evaluation is deferred to a separate paper.; Condition B: satisfied - The manuscript reports designer-facing constraints (time-intensive process and limited access to experienced health workers for recruitment), which are barriers experienced by the design team during this project.; Final rationale: Because the full HCD cycle criterion (Condition A) is not met in this paper due to the absence of an evaluation/pilot phase, the study is excluded despite meeting Condition B (designer-experienced constraints).",Adapting group care to the postpartum period using a human‑centered design approach in Malawi
Sandeul Ha; Seung Hee Ho; Young-Hyeon Bae; Minyoung Lee; Ju Hee Kim; Ju Han Kim; Jisan Lee,High,Include,"""HCD_fullcycle"": [""A1 User Involvement: \""User needs were derived using the following stages: brainstorming and mind mapping, persona and scenario, and developing a user needs list\"" - Methods: Step 1: Deriving User Needs"", ""A2 Iteration: \""Usability evaluation was performed 3 times: before, during, and after the intervention.\"" - Methods: Step 5: Usability Evaluation for App Users"", ""A3 Lifecycle (Understanding/Ideation/Prototyping/Evaluation): \""Step 1: Deriving User Needs\""; \""Step 2: Designing Daily Healthcare 2.0\""; \""Step 4: Developing Daily Healthcare 2.0\""; \""Step 5: Usability Evaluation for App Users\"" - Methods: Steps 1, 2, 4, and 5 (needs assessment/personas = understanding; brainstorming/UI design = ideation; app development/UX/UI = prototyping; expert heuristic and multi-time usability tests = evaluation)""], ""TASKS_elements"": [""\""3 caregiver app participants who did not actively engage in the program for more than 5 days were excluded from the analysis of the results\"" - Methods/Results: Step 5: Usability Evaluation for App Users - This shows participant drop-outs that reduced available data and forced exclusion, limiting the designers' usability evaluation and data for iterative refinement."", ""\""First, this study involved participants without disability in the usability evaluation, although the platform was designed for individuals with disability and their caregivers.\"" - Discussion/Limitations: Strengths and Limitations - This limitation indicates designers could not evaluate with the intended target user group, constraining representative feedback and affecting design validation."", ""\""the Daily Healthcare 2.0 app was developed for the Android platform, and the use of IoT devices was limited.\"" - Discussion/Limitations: Strengths and Limitations - This technical/platform limitation constrained designers' ability to deploy cross-platform and integrate a broader range of devices, limiting real-world applicability and testing.""]}",,Ha et al. - 2023 - Digital Health Equity and Tailored Health Care Service for People With Disability User Centered Desi.txt,"Condition A: satisfied - The Methods report active user involvement in co-design activities (brainstorming, personas, UI sketches), explicit iterative cycles including expert heuristic evaluation and design modification, and a complete lifecycle comprising user understanding, ideation, prototyping (app development), and evaluation (expert heuristics and multi-time usability testing).; Condition B: satisfied - The paper documents designer-facing barriers: participant drop-outs that forced exclusions from analysis, conducting usability tests with non-target participants (people without disability) limiting representative evaluation, and technical/platform constraints (Android-only and limited IoT integration) that restricted implementation and testing.; Final rationale: Both Condition A (full HCD cycle with user involvement and iteration) and Condition B (at least one designer-experienced constraint affecting the design/evaluation process) are met based on statements in Methods, Results, and Limitations; therefore the study should be included.",Digital Health Equity and Tailored Health Care Service for People With Disability: User-Centered Design and Usability Study
